fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
6731617.0,239076514.0,950,1,2022-04-26,08:19,FS64A,1,210,3116,14,2022,426,0,Roerdomp,217843.53379999846,184469.95980000123
6767224.0,193805491.0,950,1,2020-06-11,19:49,FS64A,1,210,3116,14,2020,611,0,Roerdomp,215486.83720000088,184119.37579999864
7969957.0,221634321.0,950,1,2020-07-30,14:12,FS54A,1,1,28,6,2020,730,0,Roerdomp,204010.58120000362,183622.72839999944
8078593.0,276242080.0,950,1,2023-06-12,11:31,FS65C,1,92,3051,13,2023,612,0,Roerdomp,217033.64660000056,186358.88190000132
8086505.0,236344998.0,950,1,2022-03-27,18:00,FS65C,1,1,25,7,2022,327,0,Roerdomp,217273.00819999725,186595.6607999988
8088516.0,213494842.0,950,1,2021-05-13,06:35,FS65C,1,92,3115,16,2021,513,0,Roerdomp,217001.0025999993,186632.815200001
8088578.0,242285180.0,950,1,2022-05-20,20:59,FS65C,1,210,3116,14,2022,520,0,Roerdomp,217631.21660000086,186602.66450000182
8088593.0,275149780.0,950,1,2023-06-06,10:32,FS65C,1,92,3116,14,2023,606,0,Roerdomp,217629.16640000045,186623.5315000005
8088974.0,189714431.0,950,1,2020-04-26,,FS65C,1,1,3116,14,2020,426,0,Roerdomp,217028.8878000006,186271.5351999998
8089764.0,245352116.0,950,1,2022-06-13,20:11,FS65C,1,210,3116,14,2022,613,0,Roerdomp,217170.65119999647,186378.48110000044
8090092.0,190564362.0,950,1,2020-05-06,08:09,FS65C,2,210,3116,14,2020,506,0,Roerdomp,217289.46989999712,186090.92159999907
8090093.0,192692449.0,950,1,2020-05-29,08:12,FS65C,2,210,3116,14,2020,529,0,Roerdomp,217242.28029999882,186094.90879999846
8090581.0,239076525.0,950,1,2022-04-26,09:51,FS65C,1,210,3116,14,2022,426,0,Roerdomp,216463.44940000027,186507.38919999823
8090932.0,245499767.0,950,1,2022-06-15,10:44,FS65C,1,210,3116,14,2022,615,0,Roerdomp,216557.26470000297,186402.00429999828
8095992.0,245802802.0,950,1,2022-06-15,09:49,FS65C,1,92,3116,14,2022,615,0,Roerdomp,217363.6032000035,186219.03029999882
8096945.0,233039107.0,950,1,2022-01-29,10:08,FS65C,1,210,3119,9,2022,129,0,Roerdomp,217562.37460000068,186464.54419999942
8096950.0,233157282.0,950,1,2022-01-29,10:08,FS65C,1,90,3119,9,2022,129,0,Roerdomp,217562.37460000068,186464.54419999942
8097290.0,192033973.0,950,1,2020-05-21,22:07,FS65C,2,210,3118,5,2020,521,0,Roerdomp,217442.71559999883,186310.79610000178
8099247.0,245499758.0,950,1,2022-06-15,09:49,FS65C,1,210,3116,14,2022,615,0,Roerdomp,217557.77080000192,186561.57239999995
8099549.0,313771734.0,950,1,2024-06-09,10:26,FS65C,1,92,28,6,2024,609,0,Roerdomp,217464.5658000037,186514.02340000123
8101683.0,245499776.0,950,1,2022-06-15,11:51,FS65C,1,210,3116,14,2022,615,0,Roerdomp,217617.44929999858,186427.59430000186
8102437.0,245352117.0,950,1,2022-06-13,20:22,FS65C,1,210,3116,14,2022,613,0,Roerdomp,216707.3241999969,186206.16789999977
8107698.0,189702649.0,950,1,2020-04-26,08:40,FS65C,2,210,3116,14,2020,426,0,Roerdomp,217108.17710000277,186351.28390000015
8108303.0,242285178.0,950,1,2022-05-20,20:53,FS65C,1,210,3116,14,2022,520,0,Roerdomp,217154.36900000274,186426.53180000186
8110879.0,214655624.0,950,1,2021-05-24,06:22,FS65C,1,92,3122,8,2021,524,0,Roerdomp,217411.01539999992,186677.5742000006
8113379.0,245359704.0,950,1,2022-06-13,20:11,FS65C,1,90,3116,14,2022,613,0,Roerdomp,217170.65119999647,186378.48110000044
8114451.0,239076519.0,950,1,2022-04-26,09:09,FS65C,1,210,3116,14,2022,426,0,Roerdomp,217674.92159999907,186653.94509999827
8114576.0,192692448.0,950,1,2020-05-29,07:59,FS65C,1,210,3116,14,2020,529,0,Roerdomp,217574.0151000023,186584.0469999984
