fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
118645.0,208123055.0,8310,37,2021-03-01,14:19,FS55C,1,92,3117,6,2021,301,0,IJsvogel,206504.195100002,189146.23460000008
121820.0,216025029.0,8310,37,2021-06-05,20:35,FS55C,1,92,3117,6,2021,605,0,IJsvogel,204153.15569999814,187008.58469999954
5264647.0,190546853.0,8310,37,2020-05-05,16:38,FS52A,1,92,3116,14,2020,505,0,IJsvogel,207163.0956000015,164908.23600000143
5294428.0,237535622.0,8310,37,2022-04-12,17:55,FS52B,1,92,3116,14,2022,412,0,IJsvogel,213204.36089999974,160875.7606999986
5401252.0,281465835.0,8310,37,2023-07-22,12:39,FS63A,1,92,3116,14,2023,722,0,IJsvogel,217516.7223000005,171345.58410000056
5401287.0,272488318.0,8310,37,2023-05-19,21:19,FS63A,2,92,3116,14,2023,519,0,IJsvogel,217611.16839999706,171204.63639999926
5401753.0,278609796.0,8310,37,2023-06-30,11:45,FS63A,1,92,3116,14,2023,630,0,IJsvogel,217378.4177000001,171539.0161000006
5403234.0,208957162.0,8310,37,2021-03-20,08:02,FS63A,2,92,3051,13,2021,320,0,IJsvogel,217241.27170000225,172965.73299999908
5403235.0,209064946.0,8310,37,2021-03-21,14:57,FS63A,1,92,28,6,2021,321,0,IJsvogel,217247.39890000224,172969.6312999986
5403507.0,190724949.0,8310,37,2020-05-06,19:32,FS63A,1,92,3116,14,2020,506,0,IJsvogel,217270.3307000026,172933.00499999896
5403514.0,193171697.0,8310,37,2020-06-03,09:16,FS63A,1,92,3117,6,2020,603,0,IJsvogel,217259.50180000067,172939.65569999814
5403524.0,210900555.0,8310,37,2021-04-17,10:27,FS63A,1,92,3117,6,2021,417,0,IJsvogel,217263.06139999628,172944.79419999942
5403529.0,214582241.0,8310,37,2021-05-23,15:29,FS63A,1,92,3115,16,2021,523,0,IJsvogel,217268.7124999985,172928.31590000167
5403531.0,214933529.0,8310,37,2021-05-27,12:06,FS63A,1,1,3116,14,2021,527,0,IJsvogel,217273.16399999708,172953.98919999972
5403538.0,239538685.0,8310,37,2022-04-29,20:11,FS63A,2,92,3116,14,2022,429,0,IJsvogel,217268.69370000064,172921.9499000013
5403557.0,189954798.0,8310,37,2020-04-28,14:46,FS63A,1,92,28,6,2020,428,0,IJsvogel,217268.6555000022,172924.92009999976
5404609.0,215105003.0,8310,37,2021-05-28,20:42,FS63A,1,92,3116,14,2021,528,0,IJsvogel,217305.04980000108,172520.94830000028
5404610.0,214413344.0,8310,37,2021-05-21,21:01,FS63A,1,92,3116,14,2021,521,0,IJsvogel,217324.10660000145,172522.0425999984
5404618.0,270654764.0,8310,37,2023-05-06,18:12,FS63A,2,92,3117,6,2023,506,0,IJsvogel,217318.2100000009,172523.66420000046
5405113.0,192168513.0,8310,37,2020-05-23,12:21,FS63A,1,92,3117,6,2020,523,0,IJsvogel,217128.31120000035,172107.83659999818
5405337.0,208467475.0,8310,37,2021-03-08,07:30,FS63A,1,1,3118,5,2021,308,0,IJsvogel,217191.7025000006,172063.939100001
5405446.0,277156445.0,8310,37,2023-06-19,20:11,FS63A,1,92,3116,14,2023,619,0,IJsvogel,217302.27480000257,172428.82079999894
5407242.0,245400403.0,8310,37,2022-05-31,10:48,FS63A,1,92,25,7,2022,531,0,IJsvogel,216333.31909999996,174172.11290000007
5414387.0,190839087.0,8310,37,2020-05-08,19:19,FS63C,1,92,3051,13,2020,508,0,IJsvogel,215812.99419999868,166822.43329999968
