fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
11632596.0,313613761.0,2310,349,2024-06-07,12:32,FS84B,1,426,25,7,2024,607,0,Wespendief,239123.03830000013,180989.17700000107
11642351.0,192592857.0,2310,349,2020-05-23,13:38,FS84B,2,210,3118,5,2020,523,0,Wespendief,239981.44529999793,182489.4567000009
11658679.0,221369999.0,2310,349,2021-07-22,14:23,FS85C,1,92,25,7,2021,722,0,Wespendief,236398.59380000085,186969.37849999964
