fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
9432814.0,283497680.0,11060,62,2023-08-09,07:37,ES99B,1,92,3121,12,2023,809,0,Blauwborst,153644.8316999972,233460.79089999944
9440270.0,213516457.0,11060,62,2021-05-13,09:47,ES99B,1,107,3116,14,2021,513,0,Blauwborst,152982.28230000287,233197.126600001
9441841.0,308771878.0,11060,62,2024-05-09,18:56,ES99B,1,92,25,7,2024,509,0,Blauwborst,154653.55789999664,234448.85319999978
9444337.0,191165575.0,11060,62,2020-05-12,06:43,ES99B,1,416,25,7,2020,512,0,Blauwborst,154352.4294999987,234334.4814000018
9448568.0,279382927.0,11060,62,2023-07-07,07:33,ES99B,1,92,3121,12,2023,707,0,Blauwborst,154466.48279999942,233065.71539999917
9451764.0,216633576.0,11060,62,2021-06-10,12:53,ES99B,1,1,28,6,2021,610,0,Blauwborst,153666.67379999906,233766.15450000018
9455384.0,318865135.0,11060,62,2024-07-14,09:57,ES99B,1,92,3116,14,2024,714,0,Blauwborst,153267.24099999666,232495.20809999853
9455883.0,310523837.0,11060,62,2024-05-20,06:32,ES99B,1,92,3116,14,2024,520,0,Blauwborst,153218.04900000244,232315.79949999973
9473093.0,197930681.0,11060,62,2020-08-07,08:29,ES99B,1,92,3121,12,2020,807,0,Blauwborst,154342.309799999,234830.14979999885
9476826.0,274779287.0,11060,62,2023-06-04,11:17,ES99B,1,92,3116,14,2023,604,0,Blauwborst,154275.32090000063,234773.64290000126
9481541.0,272698846.0,11060,62,2023-05-21,09:10,ES99B,1,92,3116,14,2023,521,0,Blauwborst,154449.00990000367,234762.33139999956
9482993.0,278738822.0,11060,62,2023-06-30,11:19,ES99B,1,92,3116,14,2023,630,0,Blauwborst,154314.70970000327,234322.92190000042
9483022.0,313633331.0,11060,62,2024-06-08,09:39,ES99B,1,92,3121,12,2024,608,0,Blauwborst,154316.3356000036,234322.4987999983
9485211.0,273298709.0,11060,62,2023-05-25,09:21,ES99B,1,92,3116,14,2023,525,0,Blauwborst,153843.98820000142,233481.6726000011
9487046.0,247599574.0,11060,62,2022-07-02,09:21,ES99B,1,92,25,7,2022,702,0,Blauwborst,153586.11379999667,233452.6761999987
9499277.0,216260815.0,11060,62,2021-06-07,11:31,ES99D,1,92,3116,14,2021,607,0,Blauwborst,154387.55659999698,230381.67929999903
9502391.0,273400496.0,11060,62,2023-05-26,08:09,ES99D,1,92,3116,14,2023,526,0,Blauwborst,154483.18649999797,230322.76619999856
9513993.0,197335971.0,11060,62,2020-07-30,08:37,FS09A,1,92,3121,12,2020,730,0,Blauwborst,155323.370099999,233196.3077000007
9515848.0,195909048.0,11060,62,2020-07-11,06:33,FS09A,1,92,3121,12,2020,711,0,Blauwborst,155069.13159999996,232784.73209999874
9516407.0,218959825.0,11060,62,2021-07-04,08:27,FS09A,1,92,3116,14,2021,704,0,Blauwborst,155350.6058000028,233075.45259999856
9559439.0,192309455.0,11060,62,2020-05-20,10:01,FS09A,1,92,25,7,2020,520,0,Blauwborst,154935.66350000352,232789.56760000065
10993294.0,191561922.0,11060,62,2020-05-17,12:16,ES98A,1,92,25,7,2020,517,0,Blauwborst,149167.49279999733,225797.34279999882
11468471.0,195128919.0,11060,62,2020-06-28,08:54,FS09B,1,416,3116,14,2020,628,0,Blauwborst,161601.01929999888,234614.39310000092
11468674.0,241969045.0,11060,62,2022-05-18,07:35,FS09B,1,210,3116,14,2022,518,0,Blauwborst,161514.68029999733,235407.56060000136
