fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
5494251.0,192334423.0,15150,51,2020-05-24,,FS82B,1,1,28,6,2020,524,0,Grauwe Klauwier,241612.32109999657,163878.9032999985
5494252.0,192334399.0,15150,51,2020-05-24,,FS82B,1,1,28,6,2020,524,0,Grauwe Klauwier,241612.32109999657,163878.9032999985
5560825.0,277055685.0,15150,51,2023-06-15,20:22,FS92B,1,92,25,7,2023,615,0,Grauwe Klauwier,250398.25569999963,161424.9204000011
5560867.0,281559149.0,15150,51,2023-07-21,20:12,FS92B,2,92,25,7,2023,721,0,Grauwe Klauwier,250491.16080000252,161432.03599999845
5562807.0,220069061.0,15150,51,2021-07-16,14:17,FS92B,1,92,3117,6,2021,716,0,Grauwe Klauwier,251018.94520000368,162091.43409999833
5562819.0,195520238.0,15150,51,2020-07-01,,FS92B,1,1,3116,14,2020,701,0,Grauwe Klauwier,251030.20369999856,162210.73039999977
5563391.0,321045773.0,15150,51,2024-07-24,13:52,FS92B,5,92,3115,16,2024,724,0,Grauwe Klauwier,250971.72850000113,162213.63650000095
5563424.0,222586063.0,15150,51,2021-08-11,,FS92B,1,1,3121,12,2021,811,0,Grauwe Klauwier,250899.05900000036,162326.05330000073
5563426.0,223156981.0,15150,51,2021-08-15,12:51,FS92B,1,416,3121,12,2021,815,0,Grauwe Klauwier,250979.45949999988,162140.15199999884
5563441.0,248863523.0,15150,51,2022-07-12,16:01,FS92B,1,92,3124,10,2022,712,0,Grauwe Klauwier,250911.91260000318,162105.07339999825
5563449.0,242026098.0,15150,51,2022-05-17,16:23,FS92B,1,92,3116,14,2022,517,0,Grauwe Klauwier,250932.3924999982,162091.48600000143
5563470.0,318349744.0,15150,51,2024-07-10,12:42,FS92B,2,92,3116,14,2024,710,0,Grauwe Klauwier,250980.15349999815,162180.23099999875
5563573.0,321045815.0,15150,51,2024-07-24,13:02,FS92B,1,92,3121,12,2024,724,0,Grauwe Klauwier,250516.97800000012,162574.34039999917
5564037.0,219158177.0,15150,51,2021-07-05,16:01,FS92B,1,416,25,7,2021,705,0,Grauwe Klauwier,249359.74880000204,162296.55539999902
5564043.0,222580406.0,15150,51,2021-08-11,,FS92B,2,1,3116,14,2021,811,0,Grauwe Klauwier,249426.08139999956,162268.16490000114
5564518.0,275214729.0,15150,51,2023-06-06,14:20,FS92B,1,92,3117,6,2023,606,0,Grauwe Klauwier,248642.04590000212,162546.3187999986
5565141.0,276044839.0,15150,51,2023-06-11,12:21,FS92B,2,92,3117,6,2023,611,0,Grauwe Klauwier,250955.5732000023,162168.7292000018
5565142.0,280912772.0,15150,51,2023-07-14,18:52,FS92B,1,92,3116,14,2023,714,0,Grauwe Klauwier,250948.21190000325,162202.38500000164
5565320.0,249971041.0,15150,51,2022-07-22,13:32,FS92B,1,92,3117,6,2022,722,0,Grauwe Klauwier,249175.24409999698,162161.23039999977
5565631.0,219158120.0,15150,51,2021-07-05,09:41,FS92B,1,416,25,7,2021,705,0,Grauwe Klauwier,248825.59279999882,162590.73939999938
5566928.0,223156972.0,15150,51,2021-08-15,12:15,FS92B,1,416,3121,12,2021,815,0,Grauwe Klauwier,249385.28400000185,162353.22610000148
5567433.0,215472860.0,15150,51,2021-05-31,09:30,FS92B,1,416,3118,5,2021,531,0,Grauwe Klauwier,249844.11089999974,162125.12420000136
5567444.0,219869831.0,15150,51,2021-07-12,07:11,FS92B,1,416,3117,6,2021,712,0,Grauwe Klauwier,249847.85649999976,162111.36840000004
