fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
5401355.0,192793029.0,11040,295,2020-05-28,07:57,FS63A,2,92,3117,6,2020,528,0,Nachtegaal,217362.02099999785,170971.82609999925
5401360.0,192692302.0,11040,295,2020-05-28,07:55,FS63A,1,416,25,7,2020,528,0,Nachtegaal,217363.65160000324,170987.91750000045
5401361.0,192692303.0,11040,295,2020-05-28,07:56,FS63A,1,416,3117,6,2020,528,0,Nachtegaal,217361.8932000026,171113.38479999825
5401422.0,193521301.0,11040,295,2020-06-07,18:44,FS63A,1,92,3116,14,2020,607,0,Nachtegaal,217303.67710000277,171011.39079999924
5462121.0,244800784.0,11040,295,2022-06-09,21:16,FS73C,2,1,3051,13,2022,609,0,Nachtegaal,226205.3259000033,168876.8836000003
5491313.0,194206920.0,11040,295,2020-06-16,,FS82B,1,1,25,7,2020,616,0,Nachtegaal,243507.04999999702,164991.79769999906
5492912.0,191701128.0,11040,295,2020-05-18,16:48,FS82B,1,1,3116,14,2020,518,0,Nachtegaal,243445.32450000197,164980.01089999825
5492981.0,192259706.0,11040,295,2020-05-24,09:08,FS82B,1,92,3116,14,2020,524,0,Nachtegaal,243438.17149999738,165003.8462000005
5719685.0,212990749.0,11040,295,2021-05-08,07:52,FS97D,1,1,25,7,2021,508,0,Nachtegaal,251565.47990000248,206444.83080000058
5719755.0,190076054.0,11040,295,2020-04-30,15:20,FS97D,1,1,25,7,2020,430,0,Nachtegaal,251730.9668999985,206870.13170000166
11687928.0,218423826.0,11040,295,2021-06-28,,FS94A,1,1,25,7,2021,628,0,Nachtegaal,244177.68500000238,184445.51839999855
11744631.0,284590698.0,11040,295,2023-08-01,09:08,FS95A,1,1,25,7,2023,801,0,Nachtegaal,248084.78190000355,195128.92859999835
11749165.0,191447812.0,11040,295,2020-05-16,08:38,FS95A,1,92,25,7,2020,516,0,Nachtegaal,248043.6570999995,193822.70479999855
