fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
3391457.0,309002427.0,10090,73,2024-05-11,17:03,FS18C,1,92,3116,14,2024,511,0,Boompieper,167128.30390000343,221000.05840000138
3642894.0,247480313.0,10090,73,2022-07-01,09:31,FS17B,1,210,3116,14,2022,701,0,Boompieper,171046.56599999964,214952.3751000017
3642902.0,279075716.0,10090,73,2023-07-03,10:05,FS17B,1,210,3116,14,2023,703,0,Boompieper,171080.47990000248,214987.6886
5626203.0,213454119.0,10090,73,2021-05-12,20:59,FS78C,1,92,25,7,2021,512,0,Boompieper,225317.5348000005,219411.26909999922
5627662.0,194979430.0,10090,73,2020-06-26,11:41,FS78C,1,92,3116,14,2020,626,0,Boompieper,226550.59910000116,219493.0234999992
5638081.0,274170546.0,10090,73,2022-06-11,07:01,FS78C,1,416,25,7,2022,611,0,Boompieper,226474.7022999972,219963.58819999918
5638245.0,212817375.0,10090,73,2021-05-06,16:10,FS78C,1,92,25,7,2021,506,0,Boompieper,225566.80600000173,219379.24700000137
5638260.0,249607098.0,10090,73,2022-07-19,10:07,FS78C,1,92,25,7,2022,719,0,Boompieper,225505.3299999982,219754.50989999995
5639852.0,192746129.0,10090,73,2020-05-29,19:37,FS78C,1,92,25,7,2020,529,0,Boompieper,225476.70149999857,218938.19449999928
5804316.0,215770387.0,10090,73,2021-06-03,10:11,FS57A,1,92,3116,14,2021,603,0,Boompieper,208365.15320000052,213603.4188000001
5821283.0,218897446.0,10090,73,2021-07-03,,FS57A,1,1,3116,14,2021,703,0,Boompieper,209101.16650000215,214353.49749999866
5821677.0,244521178.0,10090,73,2022-06-06,15:14,FS57A,2,92,3116,14,2022,606,0,Boompieper,205418.12629999965,213183.9849999994
5867068.0,197583955.0,10090,73,2020-07-31,16:19,FS57D,1,92,25,7,2020,731,0,Boompieper,210942.614699997,207455.94839999825
5886866.0,215112401.0,10090,73,2021-05-28,12:56,FS57D,1,92,3116,14,2021,528,0,Boompieper,211108.87740000337,206928.22250000015
5887700.0,211748086.0,10090,73,2021-04-25,10:13,FS57D,1,92,3114,15,2021,425,0,Boompieper,213116.87409999967,210698.69049999863
5904728.0,215806303.0,10090,73,2021-06-03,11:39,FS57D,1,92,3116,14,2021,603,0,Boompieper,211154.1419999972,206936.39539999887
5955746.0,193320604.0,10090,73,2020-05-25,,FS58C,1,1,3114,15,2020,525,0,Boompieper,205385.34319999814,219320.82400000095
5960663.0,243953040.0,10090,73,2022-06-02,11:22,FS58C,1,416,3116,14,2022,602,0,Boompieper,205111.7195999995,217442.72040000185
5961777.0,335253569.0,10090,73,2022-06-02,10:38,FS58C,1,428,3116,14,2022,602,0,Boompieper,205095.60610000044,217534.58150000125
6017967.0,278567366.0,10090,73,2023-06-09,08:10,FS46A,1,416,25,7,2023,609,0,Boompieper,196101.5182000026,204019.14889999852
6021436.0,195056904.0,10090,73,2020-06-07,11:27,FS46A,1,92,25,7,2020,607,0,Boompieper,197438.26730000228,203872.06909999996
6060410.0,220078538.0,10090,73,2021-07-16,14:23,FS28B,1,92,3116,14,2021,716,0,Boompieper,180018.75779999793,222414.89169999957
6068403.0,243841825.0,10090,73,2022-06-02,10:16,FS29D,1,210,3116,14,2022,602,0,Boompieper,181478.48749999702,228446.10709999874
6074620.0,215553858.0,10090,73,2021-05-30,08:46,FS29D,1,416,25,7,2021,530,0,Boompieper,181571.43169999868,229044.6037000008
6201990.0,270924126.0,10090,73,2023-05-08,12:01,FS38A,1,92,3114,15,2023,508,0,Boompieper,189286.98569999635,226158.97340000048
6211449.0,319456403.0,10090,73,2024-07-05,18:49,FS38B,1,92,3116,14,2024,705,0,Boompieper,194347.54980000108,225087.46880000085
6232066.0,221891788.0,10090,73,2021-08-03,16:00,FS38C,1,92,25,7,2021,803,0,Boompieper,187754.9346999973,217619.07930000126
6275934.0,244446279.0,10090,73,2022-06-06,10:22,FS38D,1,92,25,7,2022,606,0,Boompieper,194116.19730000198,218721.11789999902
6279742.0,272809531.0,10090,73,2023-05-21,17:09,FS38D,1,92,3116,14,2023,521,0,Boompieper,193848.33569999784,218716.2949000001
6302037.0,192152240.0,10090,73,2020-05-23,08:15,FS39A,1,92,3117,6,2020,523,0,Boompieper,186416.124499999,233894.82609999925
6321090.0,250918151.0,10090,73,2022-07-27,12:32,FS39C,1,92,3121,12,2022,727,0,Boompieper,188428.89599999785,227618.52710000053
6343293.0,248700832.0,10090,73,2022-07-11,08:16,FS39C,1,92,25,7,2022,711,0,Boompieper,188838.5121999979,227529.67179999873
6346067.0,242063568.0,10090,73,2022-05-18,10:57,FS39C,1,1,3116,14,2022,518,0,Boompieper,189195.24629999697,229227.47040000185
6351171.0,248700751.0,10090,73,2022-07-11,10:26,FS39C,1,92,25,7,2022,711,0,Boompieper,189025.2797999978,229250.3825000003
6399970.0,240121926.0,10090,73,2022-05-04,07:13,FS47A,1,92,25,7,2022,504,0,Boompieper,198334.33590000123,212793.4609999992
6400628.0,243481574.0,10090,73,2022-05-25,07:44,FS47A,1,92,25,7,2022,525,0,Boompieper,198378.85130000114,212646.6202000007
6403889.0,243481547.0,10090,73,2022-05-25,09:10,FS47A,1,92,25,7,2022,525,0,Boompieper,199169.2426000014,212447.79030000046
6431932.0,279676727.0,10090,73,2023-07-08,16:37,FS48A,1,92,3116,14,2023,708,0,Boompieper,194795.71570000052,224509.00420000032
6432429.0,247625315.0,10090,73,2022-06-19,08:51,FS48A,1,92,3116,14,2022,619,0,Boompieper,195809.66600000113,225937.2148000002
6449210.0,195652653.0,10090,73,2020-07-06,,FS48A,4,1,3114,15,2020,706,0,Boompieper,197128.80539999902,223690.01779999956
6453890.0,319456302.0,10090,73,2024-07-07,19:54,FS48A,1,92,3116,14,2024,707,0,Boompieper,195794.51519999653,225726.98259999976
6453938.0,216736942.0,10090,73,2021-05-26,09:28,FS48A,1,92,3116,14,2021,526,0,Boompieper,195214.3422999978,224769.00919999927
6454164.0,219830653.0,10090,73,2021-07-01,20:53,FS48A,1,92,3116,14,2021,701,0,Boompieper,195532.20220000297,225401.24210000038
6458007.0,274290051.0,10090,73,2023-05-18,12:13,FS48A,1,92,3116,14,2023,518,0,Boompieper,196382.2969999984,224416.46090000123
6461017.0,195992229.0,10090,73,2020-05-31,11:34,FS48A,1,92,25,7,2020,531,0,Boompieper,195064.87680000067,224936.63039999828
6462688.0,216737035.0,10090,73,2021-05-21,08:47,FS48A,1,92,3116,14,2021,521,0,Boompieper,195175.97580000013,224758.1468999982
