fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
5954891.0,242153202.0,11060,62,2022-05-19,16:15,FS58C,1,1,25,7,2022,519,0,Blauwborst,204753.5749000013,220727.1537999995
5965225.0,249185471.0,11060,62,2022-05-18,19:30,FS58C,1,210,25,7,2022,518,0,Blauwborst,204717.99379999936,220299.0544999987
6064300.0,215342611.0,11060,62,2021-04-18,12:05,FS29D,1,416,3118,5,2021,418,0,Blauwborst,182803.4368999973,230738.88690000027
6067898.0,187585965.0,11060,62,2020-04-01,07:33,FS29D,2,210,3118,5,2020,401,0,Blauwborst,182871.8696999997,230779.2718999982
6069637.0,192385843.0,11060,62,2020-05-25,08:39,FS29D,1,92,3116,14,2020,525,0,Blauwborst,182886.8253000006,231004.57950000092
6071690.0,216656298.0,11060,62,2021-06-11,11:17,FS29D,1,92,25,7,2021,611,0,Blauwborst,182746.72320000082,230694.75189999864
6072180.0,187620262.0,11060,62,2020-04-01,07:33,FS29D,2,210,3118,5,2020,401,0,Blauwborst,182785.14500000328,230802.42440000176
6212775.0,308441307.0,11060,62,2024-05-08,17:06,FS38B,1,1,3116,14,2024,508,0,Blauwborst,194043.50659999996,225655.43840000033
6223959.0,308505883.0,11060,62,2024-05-09,07:12,FS38B,1,92,3116,14,2024,509,0,Blauwborst,194251.00460000336,224658.83940000087
6225591.0,319738013.0,11060,62,2024-06-23,20:10,FS38B,1,92,25,7,2024,623,0,Blauwborst,194362.0571999997,225471.13919999823
6295615.0,216531667.0,11060,62,2021-06-09,07:00,FS39A,1,1,25,7,2021,609,0,Blauwborst,185172.09669999778,232847.88259999827
6299018.0,195449056.0,11060,62,2020-07-03,11:15,FS39A,1,92,3121,12,2020,703,0,Blauwborst,186465.23059999943,233787.99549999833
6299522.0,214906157.0,11060,62,2021-05-26,08:30,FS39A,1,1,3117,6,2021,526,0,Blauwborst,185996.40079999715,232940.7996999994
6306957.0,216534951.0,11060,62,2021-06-09,08:00,FS39A,1,1,25,7,2021,609,0,Blauwborst,186242.48369999975,232518.3764999993
6309110.0,195878857.0,11060,62,2020-07-10,14:46,FS39A,1,92,25,7,2020,710,0,Blauwborst,186466.31340000033,233797.62150000036
6309111.0,195921544.0,11060,62,2020-07-11,06:24,FS39A,3,92,3121,12,2020,711,0,Blauwborst,186394.4151000008,233813.38679999858
6312294.0,273304424.0,11060,62,2023-05-25,10:02,FS39B,1,92,3116,14,2023,525,0,Blauwborst,190601.91610000283,233495.49320000038
6312843.0,273304391.0,11060,62,2023-05-25,10:30,FS39B,1,92,3116,14,2023,525,0,Blauwborst,190295.29710000008,233425.8652999997
6315993.0,310419547.0,11060,62,2024-05-19,12:05,FS39B,1,1,3116,14,2024,519,0,Blauwborst,190925.80650000274,234260.4486999996
6318556.0,214793317.0,11060,62,2021-05-25,13:11,FS39C,1,1,3124,10,2021,525,0,Blauwborst,184881.97680000216,228807.9987999983
6365589.0,213799104.0,11060,62,2021-05-15,,FS39D,1,1,3116,14,2021,515,0,Blauwborst,190287.53899999708,229084.11059999838
6371263.0,214622848.0,11060,62,2021-05-23,09:21,FS39D,1,92,3116,14,2021,523,0,Blauwborst,190297.7180000022,228984.18679999933
6439144.0,193973351.0,11060,62,2020-06-13,18:20,FS48A,1,1,3115,16,2020,613,0,Blauwborst,195047.71159999818,225334.63980000094
6444748.0,274289850.0,11060,62,2023-05-19,19:51,FS48A,1,92,25,7,2023,519,0,Blauwborst,196364.53660000116,225766.44399999827
6456864.0,281656231.0,11060,62,2023-06-21,18:49,FS48A,1,92,25,7,2023,621,0,Blauwborst,195431.4997999966,225477.60399999842
6462479.0,307398733.0,11060,62,2024-04-30,16:48,FS48A,1,1,3116,14,2024,430,0,Blauwborst,195345.25129999965,225561.54619999975
6480019.0,274289842.0,11060,62,2023-05-19,20:07,FS48A,1,92,3116,14,2023,519,0,Blauwborst,196365.61410000175,225768.57600000128
6485092.0,195991638.0,11060,62,2020-06-18,20:36,FS48A,1,92,25,7,2020,618,0,Blauwborst,195515.510300003,225462.6387999989
6509108.0,277342900.0,11060,62,2023-06-21,09:31,FS48B,1,1,3116,14,2023,621,0,Blauwborst,202057.5882000029,224448.29820000008
6514787.0,278187780.0,11060,62,2023-06-27,11:47,FS48B,1,92,25,7,2023,627,0,Blauwborst,202072.10980000347,224475.3029000014
6519455.0,277580906.0,11060,62,2023-06-23,08:47,FS48B,1,1,3116,14,2023,623,0,Blauwborst,202051.73139999807,224444.61620000005
6562826.0,192136524.0,11060,62,2020-05-21,17:53,FS49C,1,92,25,7,2020,521,0,Blauwborst,194707.88949999958,226788.2274999991
9638658.0,188253372.0,11060,62,2020-04-09,11:47,FS29B,1,92,3118,5,2020,409,0,Blauwborst,184116.35859999806,233652.23380000144
