fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
9448655.0,208498319.0,8630,759,2021-03-07,,ES99B,1,1,3119,9,2021,307,0,Zwarte Specht,152484.14630000293,234004.10009999946
9453861.0,211612946.0,8630,759,2021-04-24,10:43,ES99B,1,92,25,7,2021,424,0,Zwarte Specht,152380.65940000117,232781.51179999858
9475585.0,263513515.0,8630,759,2023-02-12,11:13,ES99B,1,92,3119,9,2023,212,0,Zwarte Specht,152274.2098999992,232655.82129999995
9483764.0,209965195.0,8630,759,2021-04-03,07:23,ES99B,1,92,3051,13,2021,403,0,Zwarte Specht,153116.06549999863,234005.89510000125
9483817.0,308916313.0,8630,759,2024-05-10,06:40,ES99B,2,210,3118,5,2024,510,0,Zwarte Specht,153147.03329999745,233939.4508999996
9494155.0,305184527.0,8630,759,2024-04-15,08:04,ES99D,3,419,25,7,2024,415,0,Zwarte Specht,154460.31689999998,228841.89620000124
9517085.0,235357142.0,8630,759,2022-03-12,15:33,FS09A,1,92,3118,5,2022,312,0,Zwarte Specht,155375.3574000001,234287.4250999987
9518464.0,234842298.0,8630,759,2022-03-06,14:50,FS09A,1,1,3118,5,2022,306,0,Zwarte Specht,155969.377700001,231992.6713999994
9521484.0,191937099.0,8630,759,2020-05-21,09:00,FS09A,1,92,3115,16,2020,521,0,Zwarte Specht,155125.2106000036,234042.2675999999
9525969.0,188066912.0,8630,759,2020-04-07,,FS09A,2,1,3051,13,2020,407,0,Zwarte Specht,156092.26359999925,234147.65579999983
9538106.0,265946717.0,8630,759,2023-03-25,06:45,FS09A,1,92,28,6,2023,325,0,Zwarte Specht,155172.1677000001,234027.8841000013
9539770.0,310775785.0,8630,759,2024-05-21,11:22,FS09A,1,92,3117,6,2024,521,0,Zwarte Specht,156343.37680000067,232124.753800001
9549982.0,208489211.0,8630,759,2020-04-05,07:05,FS09A,1,107,3120,11,2020,405,0,Zwarte Specht,155172.70610000193,234020.10200000182
9556115.0,253201278.0,8630,759,2022-08-22,20:49,FS09A,1,92,3051,13,2022,822,0,Zwarte Specht,156347.25339999795,232129.85170000046
9561737.0,209541315.0,8630,759,2021-03-29,08:31,FS09C,1,92,3119,9,2021,329,0,Zwarte Specht,155962.0904000029,231858.03840000182
9561744.0,273887316.0,8630,759,2023-05-29,08:49,FS09C,1,92,3051,13,2023,529,0,Zwarte Specht,155950.27589999884,231843.52439999953
9561759.0,302209216.0,8630,759,2024-03-27,10:15,FS09C,1,92,3051,13,2024,327,0,Zwarte Specht,155948.15399999917,231892.53860000148
9561764.0,309906771.0,8630,759,2024-03-29,09:07,FS09C,1,210,3119,9,2024,329,0,Zwarte Specht,155948.17080000043,231913.08579999954
9565025.0,210514951.0,8630,759,2021-04-11,19:04,FS09C,1,92,3119,9,2021,411,0,Zwarte Specht,156685.58259999752,227961.09169999883
9565335.0,193147656.0,8630,759,2020-06-02,19:49,FS09C,1,210,3120,11,2020,602,0,Zwarte Specht,155386.14940000325,231763.30189999938
9566034.0,214826939.0,8630,759,2021-05-26,,FS09C,1,1,3051,13,2021,526,0,Zwarte Specht,155978.61420000345,231756.5309999995
9566228.0,210542335.0,8630,759,2021-04-12,08:46,FS09C,2,92,3117,6,2021,412,0,Zwarte Specht,155962.86169999838,231802.57559999824
9566234.0,273400517.0,8630,759,2023-05-26,07:19,FS09C,1,92,3051,13,2023,526,0,Zwarte Specht,155957.72670000046,231847.6409999989
9566260.0,193755874.0,8630,759,2020-06-11,09:03,FS09C,1,92,3051,13,2020,611,0,Zwarte Specht,156014.21149999648,231627.7688000016
9567506.0,310775758.0,8630,759,2024-05-21,10:13,FS09C,1,92,3051,13,2024,521,0,Zwarte Specht,155949.93169999868,231876.41209999844
9573955.0,302798529.0,8630,759,2024-03-30,12:48,FS09C,1,92,3119,9,2024,330,0,Zwarte Specht,155951.77409999818,231890.42060000077
9576406.0,209876239.0,8630,759,2021-04-02,08:56,FS09C,1,92,3119,9,2021,402,0,Zwarte Specht,155959.12799999863,231816.7917000018
9576422.0,213775721.0,8630,759,2021-05-15,06:39,FS09C,1,92,3051,13,2021,515,0,Zwarte Specht,155973.19049999863,231804.6352000013
9576444.0,234390231.0,8630,759,2022-02-27,08:42,FS09C,1,92,3119,9,2022,227,0,Zwarte Specht,155943.27480000257,231892.95749999955
9576453.0,265591214.0,8630,759,2023-03-19,11:19,FS09C,2,210,3051,13,2023,319,0,Zwarte Specht,155961.66589999944,231868.2595999986
9581376.0,208006068.0,8630,759,2021-02-27,09:10,FS09C,1,92,3051,13,2021,227,0,Zwarte Specht,156012.90129999816,231612.91200000048
9582044.0,194480344.0,8630,759,2020-06-20,11:06,FS09C,1,92,3051,13,2020,620,0,Zwarte Specht,156012.2923000008,231633.86169999838
9589863.0,238518271.0,8630,759,2022-04-21,10:48,FS09C,1,92,3117,6,2022,421,0,Zwarte Specht,155984.3847000003,231730.8189000003
9589865.0,236689173.0,8630,759,2022-04-02,10:59,FS09C,1,92,3119,9,2022,402,0,Zwarte Specht,155991.47349999845,231715.17550000176
11018253.0,214873614.0,8630,759,2021-05-26,08:41,ES98B,2,92,3118,5,2021,526,0,Zwarte Specht,153988.28279999644,226212.19700000063
11379108.0,212796293.0,8630,759,2021-05-06,09:52,FS08A,1,210,3051,13,2021,506,0,Zwarte Specht,158471.73569999635,225800.87090000138
11393217.0,228199152.0,8630,759,2021-10-24,17:23,FS08B,1,1,25,7,2021,1024,0,Zwarte Specht,160014.53350000083,225794.23059999943
