fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
1080172.0,280714222.0,980,4,2023-07-15,10:55,ES97A,1,1,3116,14,2023,715,0,Woudaap,144847.13880000263,215631.4662999995
1081540.0,281900997.0,980,4,2023-07-25,,ES97A,1,1,3116,14,2023,725,0,Woudaap,144918.80089999735,215619.63919999823
1081986.0,280537344.0,980,4,2023-07-15,11:01,ES97A,2,92,3116,14,2023,715,0,Woudaap,144756.81340000033,215846.42610000074
1081987.0,281109670.0,980,4,2023-07-19,,ES97A,2,1,3116,14,2023,719,0,Woudaap,144928.554899998,215641.3280000016
1081988.0,281511556.0,980,4,2023-07-22,,ES97A,2,1,3116,14,2023,722,0,Woudaap,144914.29590000212,215613.002700001
1081989.0,282511757.0,980,4,2023-07-30,,ES97A,1,1,3116,14,2023,730,0,Woudaap,144888.3377000019,215619.2650000006
1085760.0,280335457.0,980,4,2023-07-13,,ES97A,2,1,3116,14,2023,713,0,Woudaap,144930.62370000035,215634.04089999944
1085763.0,281960305.0,980,4,2023-07-26,,ES97A,1,1,3116,14,2023,726,0,Woudaap,144902.4706000015,215613.3145999983
1109715.0,279738525.0,980,4,2023-07-09,,ES97A,1,1,3116,14,2023,709,0,Woudaap,144883.4279000014,215625.7648999989
1113121.0,279919297.0,980,4,2023-07-10,,ES97A,1,1,3116,14,2023,710,0,Woudaap,144938.33110000193,215631.09739999846
1113122.0,280177185.0,980,4,2023-07-12,,ES97A,2,1,3116,14,2023,712,0,Woudaap,144946.27009999752,215622.03020000085
1113123.0,281267556.0,980,4,2023-07-20,,ES97A,2,1,3116,14,2023,720,0,Woudaap,144946.1026000008,215631.53599999845
1114188.0,280606174.0,980,4,2023-07-15,,ES97A,2,1,3116,14,2023,715,0,Woudaap,144786.8721999973,215708.7281000018
1114194.0,282209722.0,980,4,2023-07-28,,ES97A,1,1,3121,12,2023,728,0,Woudaap,144898.41409999877,215612.02789999917
1118617.0,280470065.0,980,4,2023-07-14,,ES97A,2,1,3116,14,2023,714,0,Woudaap,144922.8376000002,215673.23059999943
1118621.0,279367224.0,980,4,2023-07-06,,ES97A,2,1,3116,14,2023,706,0,Woudaap,144786.72190000117,215704.32809999958
1118803.0,281510300.0,980,4,2023-07-21,,ES97A,1,1,3116,14,2023,721,0,Woudaap,144901.81560000032,215623.941300001
1118805.0,280052424.0,980,4,2023-07-11,,ES97A,2,1,3116,14,2023,711,0,Woudaap,144934.52160000056,215619.51049999893
1126314.0,280713197.0,980,4,2023-07-15,10:33,ES97A,1,1,3116,14,2023,715,0,Woudaap,144638.58889999986,216039.61690000072
1132374.0,282660596.0,980,4,2023-07-30,09:09,ES97A,1,92,3116,14,2023,730,0,Woudaap,144763.56909999996,215843.8729000017
1144910.0,280735740.0,980,4,2023-07-16,,ES97A,1,1,3116,14,2023,716,0,Woudaap,144930.86110000312,215706.9268000014
1145221.0,280861672.0,980,4,2023-07-17,,ES97A,2,1,3116,14,2023,717,0,Woudaap,144940.11100000143,215632.70329999924
1163380.0,250058137.0,980,4,2022-07-18,08:26,ES97C,1,92,3116,14,2022,718,0,Woudaap,146600.75879999995,207459.99579999968
1164663.0,250531613.0,980,4,2022-07-27,20:12,ES97C,1,92,3117,6,2022,727,0,Woudaap,146599.0231000036,207457.45059999824
1164664.0,250032889.0,980,4,2022-07-23,08:39,ES97C,2,92,3116,14,2022,723,0,Woudaap,146596.02149999887,207456.6037000008
1165121.0,247980656.0,980,4,2022-07-04,11:36,ES97C,2,92,3116,14,2022,704,0,Woudaap,146602.7599999979,207460.84329999983
1199191.0,250155088.0,980,4,2022-07-24,10:46,ES97C,2,92,3116,14,2022,724,0,Woudaap,146597.3225999996,207457.45169999823
2476318.0,195121498.0,980,4,2020-06-28,08:58,ES23C,1,92,3117,6,2020,628,0,Woudaap,75993.31009999663,170432.70450000092
2476713.0,320459859.0,980,4,2024-07-18,11:29,ES23C,1,1,3116,14,2024,718,0,Woudaap,75921.1547999978,170397.43450000137
2483556.0,317800076.0,980,4,2024-07-07,12:39,ES23C,1,1,3121,12,2024,707,0,Woudaap,75760.8770999983,170559.83399999887
2489390.0,246281882.0,980,4,2022-06-18,14:40,ES23C,1,92,3116,14,2022,618,0,Woudaap,76851.96500000358,170709.1735999994
2493140.0,246172448.0,980,4,2022-06-20,11:23,ES23C,1,1,3117,6,2022,620,0,Woudaap,76794.58330000192,170673.97459999844
2495029.0,285032804.0,980,4,2023-08-20,10:03,ES23C,2,92,28,6,2023,820,0,Woudaap,75995.2827000022,170450.45760000125
2500151.0,249230716.0,980,4,2022-07-16,07:37,ES23C,2,92,28,6,2022,716,0,Woudaap,76331.88289999962,171089.5097000003
2502018.0,196705108.0,980,4,2020-07-21,11:22,ES23C,1,92,3116,14,2020,721,0,Woudaap,76898.45390000194,170982.2558999993
2505687.0,251897284.0,980,4,2022-08-10,06:08,ES23C,1,92,3121,12,2022,810,0,Woudaap,76763.50259999931,171093.1196999997
2505720.0,281046152.0,980,4,2023-07-15,07:00,ES23C,1,92,3117,6,2023,715,0,Woudaap,76731.67610000074,171108.75600000098
2519950.0,215836067.0,980,4,2021-06-04,06:51,ES23C,1,92,3116,14,2021,604,0,Woudaap,75899.3294999972,170507.36899999902
2526476.0,318585788.0,980,4,2024-07-11,13:30,ES23C,5,1,3115,16,2024,711,0,Woudaap,76099.7501000017,170520.81080000103
2529051.0,249799473.0,980,4,2022-07-17,08:23,ES23C,1,416,3117,6,2022,717,0,Woudaap,76481.73610000312,171065.06430000067
2529991.0,318682129.0,980,4,2024-07-13,07:42,ES23C,4,92,3121,12,2024,713,0,Woudaap,75945.05929999799,170404.90949999914
2537511.0,317176080.0,980,4,2024-06-29,07:42,ES23C,1,92,28,6,2024,629,0,Woudaap,76302.56809999794,171085.17810000107
2541563.0,245634763.0,980,4,2022-06-16,13:45,ES23C,1,92,3122,8,2022,616,0,Woudaap,76849.68240000308,170710.4787000008
2543964.0,322931240.0,980,4,2024-07-25,15:16,ES23C,3,210,3121,12,2024,725,0,Woudaap,75901.47060000151,170400.60720000044
2554585.0,214913145.0,980,4,2021-05-27,08:28,ES23C,1,92,25,7,2021,527,0,Woudaap,75992.68460000306,170431.8211000003
2828817.0,218559162.0,980,4,2021-06-29,,ES43C,1,1,3117,6,2021,629,0,Woudaap,97753.53959999979,172419.53020000085
2829129.0,219431435.0,980,4,2021-07-09,14:31,ES43C,1,92,3115,16,2021,709,0,Woudaap,97831.05370000005,172387.05150000006
2833798.0,221421576.0,980,4,2021-07-29,09:40,ES43C,1,416,3121,12,2021,729,0,Woudaap,97766.0271999985,172428.11769999936
2833799.0,220086016.0,980,4,2021-07-16,20:25,ES43C,2,92,3121,12,2021,716,0,Woudaap,97752.58359999955,172419.89350000024
2833806.0,219321287.0,980,4,2021-07-08,06:59,ES43C,3,92,3115,16,2021,708,0,Woudaap,97754.09260000288,172422.06850000098
2840706.0,222073986.0,980,4,2021-07-01,20:30,ES43C,1,92,3051,13,2021,701,0,Woudaap,97764.27120000124,172429.57129999995
2842441.0,277136808.0,980,4,2023-06-19,21:46,ES43C,1,92,3117,6,2023,619,0,Woudaap,94945.12169999629,170809.10179999843
2842895.0,218570528.0,980,4,2021-06-29,19:30,ES43C,2,1,3117,6,2021,629,0,Woudaap,97866.48189999908,172379.20479999855
2844012.0,219062780.0,980,4,2021-06-29,19:40,ES43C,1,92,3117,6,2021,629,0,Woudaap,97753.10930000246,172420.52439999953
