fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
5486508.0,267744995.0,9740,72,2023-04-08,09:04,FS74D,1,92,3117,6,2023,408,0,Boomleeuwerik,233501.37860000134,177518.2862999998
5531893.0,191271300.0,9740,72,2020-05-13,17:16,FS84D,1,92,3116,14,2020,513,0,Boomleeuwerik,240126.09880000353,180239.0892000012
5654733.0,305955037.0,9740,72,2024-04-22,15:12,FS87C,1,92,3116,14,2024,422,0,Boomleeuwerik,238812.42329999804,206745.61890000105
5664527.0,218695327.0,9740,72,2021-06-27,10:34,FS87D,1,92,3051,13,2021,627,0,Boomleeuwerik,242042.2074000016,208148.2804000005
5691715.0,244948340.0,9740,72,2022-06-09,09:27,FS87D,1,210,3117,6,2022,609,0,Boomleeuwerik,241865.2872999981,207189.83769999817
5694251.0,244948335.0,9740,72,2022-06-09,06:35,FS87D,1,210,3117,6,2022,609,0,Boomleeuwerik,240123.492399998,207500.01220000163
6797435.0,188972060.0,9740,72,2020-04-03,16:21,FS65D,1,92,3116,14,2020,403,0,Boomleeuwerik,222332.38859999925,188260.04239999875
6799392.0,193125413.0,9740,72,2020-06-02,09:23,FS65D,2,92,25,7,2020,602,0,Boomleeuwerik,223007.22420000285,189903.3973999992
6801606.0,292607009.0,9740,72,2022-05-04,09:14,FS65D,1,416,3118,5,2022,504,0,Boomleeuwerik,223524.47450000048,189206.22960000113
8054260.0,195571709.0,9740,72,2020-07-05,08:40,FS56D,1,92,3121,12,2020,705,0,Boomleeuwerik,213926.46109999716,198449.56390000135
8062623.0,195571701.0,9740,72,2020-07-05,09:08,FS56D,1,92,25,7,2020,705,0,Boomleeuwerik,213956.02350000292,198881.5577000007
8069157.0,240221409.0,9740,72,2022-03-27,09:19,FS65A,1,416,25,7,2022,327,0,Boomleeuwerik,217621.36680000275,195344.16649999842
8069981.0,249783692.0,9740,72,2022-06-07,09:51,FS65A,1,416,3121,12,2022,607,0,Boomleeuwerik,218590.60390000045,195277.94830000028
8070508.0,192481760.0,9740,72,2020-05-24,07:27,FS65A,1,92,25,7,2020,524,0,Boomleeuwerik,217830.14670000225,194868.16000000015
8070523.0,240222180.0,9740,72,2022-04-22,09:29,FS65A,1,416,25,7,2022,422,0,Boomleeuwerik,217738.34610000253,193334.16369999945
8070951.0,240221601.0,9740,72,2022-04-09,09:50,FS65A,1,416,25,7,2022,409,0,Boomleeuwerik,217804.40690000355,193152.28130000085
8074450.0,249783631.0,9740,72,2022-06-07,07:31,FS65A,1,416,25,7,2022,607,0,Boomleeuwerik,218948.33460000157,195597.69629999995
8128050.0,249246149.0,9740,72,2022-07-16,08:59,FS66C,1,92,3121,12,2022,716,0,Boomleeuwerik,216474.95589999855,200339.21379999816
8128981.0,208570405.0,9740,72,2021-03-06,09:59,FS66C,1,92,3118,5,2021,306,0,Boomleeuwerik,218010.11909999698,199223.32580000162
8129849.0,214490891.0,9740,72,2021-05-16,08:07,FS66C,1,92,3116,14,2021,516,0,Boomleeuwerik,218956.88170000166,200538.35819999874
8131841.0,195571682.0,9740,72,2020-07-05,10:27,FS66C,1,92,3121,12,2020,705,0,Boomleeuwerik,216484.1548999995,199557.55099999905
8132196.0,239726329.0,9740,72,2022-05-01,08:59,FS66C,1,92,3121,12,2022,501,0,Boomleeuwerik,218293.34629999846,200428.5817000009
8132859.0,244452542.0,9740,72,2022-06-06,09:48,FS66C,1,1,3116,14,2022,606,0,Boomleeuwerik,217441.24340000004,196907.745099999
8133029.0,235215239.0,9740,72,2022-03-12,13:29,FS66C,2,92,3051,13,2022,312,0,Boomleeuwerik,216961.0828000009,199470.72679999843
8133829.0,196486160.0,9740,72,2020-05-24,06:49,FS66C,1,107,25,7,2020,524,0,Boomleeuwerik,218889.75159999728,198951.4043999985
8133888.0,192266340.0,9740,72,2020-05-24,08:47,FS66C,1,107,3121,12,2020,524,0,Boomleeuwerik,218145.66550000012,198537.13219999894
