fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
5386321.0,283435822.0,2600,81,2023-08-04,12:28,FS62A,3,92,3121,12,2023,804,0,Bruine Kiekendief,214447.5124000013,164216.3601000011
5390295.0,241626380.0,2600,81,2022-05-15,15:15,FS62B,1,1,28,6,2022,515,0,Bruine Kiekendief,218778.99369999766,162065.37429999933
5649496.0,310020434.0,2600,81,2024-05-15,09:00,FS86B,2,1,3117,6,2024,515,0,Bruine Kiekendief,240996.35779999942,200438.89449999854
6720614.0,266727149.0,2600,81,2023-04-04,10:25,FS64A,1,210,3118,5,2023,404,0,Bruine Kiekendief,218360.48669999838,184551.86850000173
7656940.0,302538501.0,2600,81,2024-03-31,08:47,FS44B,1,92,3119,9,2024,331,0,Bruine Kiekendief,199722.4422999993,185348.97989999875
7665009.0,302695289.0,2600,81,2024-04-01,09:08,FS44B,2,90,3118,5,2024,401,0,Bruine Kiekendief,199102.23049999774,185743.2923000008
7665873.0,302612391.0,2600,81,2024-03-31,09:30,FS44B,1,1,3119,9,2024,331,0,Bruine Kiekendief,199562.07660000026,185840.45569999889
7666343.0,304564514.0,2600,81,2024-04-11,,FS44B,2,1,3118,5,2024,411,0,Bruine Kiekendief,199495.8300999999,185729.30649999902
7669668.0,303808294.0,2600,81,2024-04-07,17:41,FS44B,1,92,3119,9,2024,407,0,Bruine Kiekendief,199719.5196999982,185346.40560000017
7670269.0,304711504.0,2600,81,2024-04-12,16:32,FS44B,1,92,3116,14,2024,412,0,Bruine Kiekendief,199454.83079999685,185727.36769999936
7670434.0,316018549.0,2600,81,2024-06-22,10:22,FS44B,1,92,3117,6,2024,622,0,Bruine Kiekendief,199704.36110000312,185514.15839999914
7673268.0,305149141.0,2600,81,2024-04-14,11:45,FS44B,1,92,28,6,2024,414,0,Bruine Kiekendief,199409.00039999932,185810.2520999983
7682384.0,302543726.0,2600,81,2024-03-31,09:09,FS44B,1,92,3119,9,2024,331,0,Bruine Kiekendief,199580.6644999981,185692.53990000114
7684833.0,307649664.0,2600,81,2024-05-04,07:58,FS44B,1,92,3119,9,2024,504,0,Bruine Kiekendief,199504.4852000028,185886.44539999962
7688830.0,303103195.0,2600,81,2024-04-04,10:59,FS44B,1,92,28,6,2024,404,0,Bruine Kiekendief,199755.41130000353,185553.65349999815
7690179.0,257566437.0,2600,81,2022-10-19,16:25,FS44B,1,1,25,7,2022,1019,0,Bruine Kiekendief,201848.63379999995,184670.44139999896
7698784.0,302201501.0,2600,81,2024-03-27,10:54,FS44B,1,92,3119,9,2024,327,0,Bruine Kiekendief,199607.12359999865,185700.70580000058
7698787.0,304711466.0,2600,81,2024-04-12,17:18,FS44B,1,92,3119,9,2024,412,0,Bruine Kiekendief,199503.22789999843,185654.53449999914
7716057.0,303103190.0,2600,81,2024-04-04,11:00,FS44B,1,92,3119,9,2024,404,0,Bruine Kiekendief,199682.85629999638,185556.76559999958
7722315.0,303819535.0,2600,81,2024-04-07,17:41,FS44B,1,92,3119,9,2024,407,0,Bruine Kiekendief,199722.7223000005,185347.70930000022
7726184.0,302689977.0,2600,81,2024-04-01,09:08,FS44B,2,92,3118,5,2024,401,0,Bruine Kiekendief,199102.23049999774,185743.2923000008
7726444.0,304524461.0,2600,81,2024-04-11,09:30,FS44B,1,1,3118,5,2024,411,0,Bruine Kiekendief,199619.76120000333,185637.1612999998
7729709.0,302699403.0,2600,81,2024-04-01,09:24,FS44B,2,92,3118,5,2024,401,0,Bruine Kiekendief,199527.64350000024,185788.50609999895
7731023.0,307623603.0,2600,81,2024-05-03,19:17,FS44B,1,92,3119,9,2024,503,0,Bruine Kiekendief,199616.39130000025,185790.71269999817
8078566.0,267629816.0,2600,81,2023-04-14,07:21,FS65C,2,1,3051,13,2023,414,0,Bruine Kiekendief,217035.3008000031,186382.68710000068
8080842.0,267557136.0,2600,81,2023-04-13,07:54,FS65C,1,1,3119,9,2023,413,0,Bruine Kiekendief,217035.5923999995,186381.30680000037
