fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
6778222.0,186380340.0,8630,759,2020-03-10,16:19,FS64B,1,1,3118,5,2020,310,0,Zwarte Specht,220658.8268999979,183890.9226000011
6783156.0,186807672.0,8630,759,2020-03-18,08:17,FS64B,2,92,3118,5,2020,318,0,Zwarte Specht,221696.1405000016,184027.92339999974
6785574.0,265061036.0,8630,759,2023-03-12,15:53,FS64B,1,92,3119,9,2023,312,0,Zwarte Specht,220560.21890000254,184116.4353
11548899.0,244374138.0,8630,759,2021-03-27,,FS74A,1,1,3051,13,2021,327,0,Zwarte Specht,225546.6692999974,181987.63929999992
11548922.0,252492525.0,8630,759,2021-04-26,,FS74A,1,1,3051,13,2021,426,0,Zwarte Specht,225547.98129999638,182001.19590000063
11550549.0,212218639.0,8630,759,2021-04-29,12:41,FS74A,1,92,3119,9,2021,429,0,Zwarte Specht,225530.7146999985,182019.03269999847
11559402.0,235771625.0,8630,759,2022-03-19,10:50,FS74A,1,210,3117,6,2022,319,0,Zwarte Specht,224164.89069999754,184937.69480000064
11574329.0,330834501.0,8630,759,2021-06-04,,FS74A,1,1,3051,13,2021,604,0,Zwarte Specht,225557.49589999765,182004.85940000042
11584972.0,265282398.0,8630,759,2022-05-19,17:10,FS74B,1,92,3051,13,2022,519,0,Zwarte Specht,232392.19060000032,183528.1710000001
11585056.0,242143381.0,8630,759,2022-05-19,17:10,FS74B,1,92,3051,13,2022,519,0,Zwarte Specht,232392.19060000032,183528.1710000001
11594927.0,236529549.0,8630,759,2022-03-30,,FS75C,1,1,3051,13,2022,330,0,Zwarte Specht,225308.75100000203,187973.84430000186
11594929.0,237456451.0,8630,759,2022-04-12,,FS75C,1,1,3114,15,2022,412,0,Zwarte Specht,225246.0780000016,187933.88720000163
11595402.0,234604420.0,8630,759,2022-03-02,,FS75C,1,1,3119,9,2022,302,0,Zwarte Specht,225343.1176000014,188203.4204000011
11595976.0,234674116.0,8630,759,2022-03-02,09:25,FS75C,1,1,3119,9,2022,302,0,Zwarte Specht,225337.41889999807,188166.40049999952
11595979.0,236633202.0,8630,759,2022-04-01,08:41,FS75C,1,92,3114,15,2022,401,0,Zwarte Specht,225356.52830000222,187985.83509999886
11596125.0,236890026.0,8630,759,2022-04-05,,FS75C,1,1,3114,15,2022,405,0,Zwarte Specht,225313.53869999945,187958.3374999985
11596136.0,241199663.0,8630,759,2022-05-12,10:31,FS75C,1,1,3115,16,2022,512,0,Zwarte Specht,225149.38170000166,187692.39790000021
11597040.0,234836168.0,8630,759,2022-03-06,13:06,FS75C,1,1,3119,9,2022,306,0,Zwarte Specht,225353.18620000035,188210.1303000003
11598309.0,235254011.0,8630,759,2022-03-13,,FS75C,2,92,3119,9,2022,313,0,Zwarte Specht,225709.69799999893,187877.9675000012
11599065.0,235886414.0,8630,759,2022-03-22,,FS75C,1,1,3119,9,2022,322,0,Zwarte Specht,225321.21509999782,187946.98900000006
11599076.0,235340486.0,8630,759,2022-03-14,,FS75C,1,1,3119,9,2022,314,0,Zwarte Specht,225279.50609999895,187966.30110000074
11599077.0,235517690.0,8630,759,2022-03-17,,FS75C,1,92,3119,9,2022,317,0,Zwarte Specht,225335.26799999923,187975.34039999917
11599078.0,236504246.0,8630,759,2022-03-29,,FS75C,1,1,3051,13,2022,329,0,Zwarte Specht,225284.89180000126,187958.4796999991
11599083.0,238297989.0,8630,759,2022-04-19,,FS75C,1,1,3114,15,2022,419,0,Zwarte Specht,225296.7480000034,187973.67080000043
11599090.0,239299761.0,8630,759,2022-04-28,,FS75C,1,1,3051,13,2022,428,0,Zwarte Specht,225279.19889999926,187980.7600999996
11600151.0,235452677.0,8630,759,2022-03-16,07:38,FS75C,1,92,3119,9,2022,316,0,Zwarte Specht,225293.7308000028,187963.8365000002
11600161.0,238571321.0,8630,759,2022-04-21,,FS75C,1,1,3114,15,2022,421,0,Zwarte Specht,225301.29879999906,187970.1763000004
11600163.0,236721352.0,8630,759,2022-04-02,,FS75C,1,1,3051,13,2022,402,0,Zwarte Specht,225289.56589999795,187945.97509999946
11600164.0,237643722.0,8630,759,2022-04-14,,FS75C,1,1,3114,15,2022,414,0,Zwarte Specht,225289.29580000043,187950.08779999986
11600165.0,238709354.0,8630,759,2022-04-23,13:39,FS75C,1,92,3114,15,2022,423,0,Zwarte Specht,225309.47709999979,187949.79919999838
11600230.0,235646621.0,8630,759,2022-03-19,08:51,FS75C,1,92,3051,13,2022,319,0,Zwarte Specht,225366.92639999837,187101.5095999986
11600243.0,241707590.0,8630,759,2022-05-16,09:11,FS75C,1,92,3051,13,2022,516,0,Zwarte Specht,225360.21389999986,187093.34870000184
11600962.0,236604072.0,8630,759,2022-03-31,14:05,FS75C,1,1,3051,13,2022,331,0,Zwarte Specht,225319.48849999905,187964.43140000105
11601066.0,234401045.0,8630,759,2022-02-27,09:48,FS75C,2,92,3119,9,2022,227,0,Zwarte Specht,225335.49700000137,188163.36879999936
11601071.0,236834700.0,8630,759,2022-04-04,,FS75C,1,1,3114,15,2022,404,0,Zwarte Specht,225282.87680000067,187993.94159999862
11601329.0,192266553.0,8630,759,2020-05-12,11:35,FS75C,1,92,3115,16,2020,512,0,Zwarte Specht,225865.67390000075,188560.24419999868
