fid_,waarneming,euring,soortid,datum,tijdstip,blok,aantal,id_type_wa,aktid,broedcode,jaar,dtkey,overvliege,naam,x,y
6040935.0,192486120.0,5320,26,2020-05-26,14:00,FS28B,1,416,25,7,2020,526,0,Grutto,181928.46090000123,225371.95080000162
6043730.0,202359162.0,5320,26,2020-05-26,14:00,FS28B,1,416,25,7,2020,526,0,Grutto,181928.46090000123,225371.95080000162
6050248.0,190993743.0,5320,26,2020-05-10,10:00,FS28B,2,1,28,6,2020,510,0,Grutto,181901.53100000322,225418.6897
6055208.0,240126419.0,5320,26,2022-05-04,11:54,FS28B,1,92,25,7,2022,504,0,Grutto,182167.58250000328,225481.15949999914
6058267.0,193161116.0,5320,26,2020-06-01,10:57,FS28B,1,92,25,7,2020,601,0,Grutto,181562.4447999969,225671.3924999982
6062934.0,242747193.0,5320,26,2022-05-24,11:45,FS29D,1,92,3114,15,2022,524,0,Grutto,182957.26250000298,230923.59219999984
6063479.0,239014224.0,5320,26,2022-04-25,11:40,FS29D,2,92,3051,13,2022,425,0,Grutto,180276.4397,230405.6988000013
6063599.0,244602691.0,5320,26,2022-06-07,21:04,FS29D,2,92,25,7,2022,607,0,Grutto,182906.09160000086,230911.46649999917
6063690.0,218063506.0,5320,26,2021-06-24,11:47,FS29D,2,92,25,7,2021,624,0,Grutto,183078.6849000007,230880.9785999991
6063919.0,213247351.0,5320,26,2021-05-10,20:30,FS29D,2,210,25,7,2021,510,0,Grutto,180084.72360000014,230502.68239999935
6063990.0,215553652.0,5320,26,2021-05-18,11:30,FS29D,1,416,25,7,2021,518,0,Grutto,183246.96500000358,230668.8550999984
6064483.0,214836803.0,5320,26,2021-05-26,07:20,FS29D,1,210,25,7,2021,526,0,Grutto,183216.58529999852,230611.4781000018
6064813.0,215553648.0,5320,26,2021-05-18,11:27,FS29D,1,416,25,7,2021,518,0,Grutto,183043.37139999866,230793.1715000011
6064852.0,213258808.0,5320,26,2021-05-07,20:42,FS29D,1,416,25,7,2021,507,0,Grutto,183374.06769999862,230747.66679999977
6064861.0,216434888.0,5320,26,2021-06-09,11:50,FS29D,6,92,25,7,2021,609,0,Grutto,183125.9219999984,230692.502700001
6064917.0,210740906.0,5320,26,2021-04-15,09:17,FS29D,1,210,25,7,2021,415,0,Grutto,182776.32090000063,230696.01440000162
6066397.0,215553668.0,5320,26,2021-05-18,11:56,FS29D,1,416,25,7,2021,518,0,Grutto,183481.87370000035,230508.17110000178
6066558.0,194384707.0,5320,26,2020-06-18,10:17,FS29D,1,92,25,7,2020,618,0,Grutto,183048.23070000112,230854.56549999863
6066665.0,213258809.0,5320,26,2021-05-07,20:47,FS29D,1,416,25,7,2021,507,0,Grutto,183170.11930000037,230825.48310000077
6067047.0,193582842.0,5320,26,2020-06-08,14:11,FS29D,1,92,25,7,2020,608,0,Grutto,183037.6977000013,230782.49590000138
6067651.0,188234463.0,5320,26,2020-04-09,19:10,FS29D,2,210,3117,6,2020,409,0,Grutto,182741.25850000232,230695.8376000002
6067753.0,188123207.0,5320,26,2020-04-08,07:40,FS29D,1,210,3118,5,2020,408,0,Grutto,180078.4280000031,230557.3887999989
6069432.0,215553647.0,5320,26,2021-05-18,11:27,FS29D,1,416,25,7,2021,518,0,Grutto,183172.4007000029,230837.3242000006
6069434.0,271571181.0,5320,26,2023-05-13,13:47,FS29D,2,92,25,7,2023,513,0,Grutto,183043.247299999,230772.4508999996
6069443.0,308309766.0,5320,26,2024-05-07,09:39,FS29D,1,92,25,7,2024,507,0,Grutto,183072.30839999765,230805.16000000015
6069498.0,190083762.0,5320,26,2020-04-30,17:42,FS29D,1,92,25,7,2020,430,0,Grutto,180051.68559999764,230527.6801000014
6069574.0,273515023.0,5320,26,2023-05-26,10:25,FS29D,4,92,25,7,2023,526,0,Grutto,183170.2273999974,230715.2826000005
6069713.0,188123204.0,5320,26,2020-04-08,07:32,FS29D,2,210,3118,5,2020,408,0,Grutto,180094.02849999815,230813.76330000162
6069843.0,213258811.0,5320,26,2021-05-07,20:48,FS29D,1,416,25,7,2021,507,0,Grutto,183089.26640000194,230777.7976000011
6069853.0,267090054.0,5320,26,2023-04-08,18:49,FS29D,1,92,3118,5,2023,408,0,Grutto,182987.51870000362,230792.55810000002
