naam_nl;naam_lat;x;y
Gentiaanblauwtje;Phengaris alcon;189118.5900252099;229142.93018165417
Gentiaanblauwtje;Phengaris alcon;218463.1067555782;198179.62379149348
Gentiaanblauwtje;Phengaris alcon;189110.81415308735;229222.4294323027
Gentiaanblauwtje;Phengaris alcon;189075.93652404682;229217.71525723487
Gentiaanblauwtje;Phengaris alcon;217633.95651897238;197125.9760742858
Gentiaanblauwtje;Phengaris alcon;218462.3828916055;198181.31193351094
Gentiaanblauwtje;Phengaris alcon;218500.61926159897;198109.2400303576
Gentiaanblauwtje;Phengaris alcon;189055.81819729396;229192.42113717925
Gentiaanblauwtje;Phengaris alcon;189152.10014055227;229067.85787692852
Gentiaanblauwtje;Phengaris alcon;189156.42555587334;229107.54952576384
Gentiaanblauwtje;Phengaris alcon;189057.98680722323;229215.59653012082
Gentiaanblauwtje;Phengaris alcon;189029.2665685913;229228.59583245777
Gentiaanblauwtje;Phengaris alcon;217031.87936128877;198949.53910255246
Gentiaanblauwtje;Phengaris alcon;165486.88962024063;228291.09038177878
Gentiaanblauwtje;Phengaris alcon;164445.77674081482;227620.4410135802
Gentiaanblauwtje;Phengaris alcon;189040.47538758803;229241.03094455693
Gentiaanblauwtje;Phengaris alcon;217615.71045412117;197107.5946945818
Gentiaanblauwtje;Phengaris alcon;218051.35471990268;197927.02803090308
Gentiaanblauwtje;Phengaris alcon;218039.63745059032;197952.0755800847
Gentiaanblauwtje;Phengaris alcon;165606.57904866702;228723.5634041326
Gentiaanblauwtje;Phengaris alcon;217359.6968229937;197102.89242332708
Gentiaanblauwtje;Phengaris alcon;217075.11092338205;199083.7887188904
Gentiaanblauwtje;Phengaris alcon;165475.2105295084;228676.21487144567
Gentiaanblauwtje;Phengaris alcon;223702.4938133292;218033.39006265905
Gentiaanblauwtje;Phengaris alcon;165816.80418519105;228803.1544399783
Gentiaanblauwtje;Phengaris alcon;223803.28618817424;217960.05113924947
Gentiaanblauwtje;Phengaris alcon;161584.73184225842;224848.83245754614
Gentiaanblauwtje;Phengaris alcon;223458.09505841992;217727.85819245316
Gentiaanblauwtje;Phengaris alcon;189126.47789011887;229232.44681726303
Gentiaanblauwtje;Phengaris alcon;189203.50393555124;229076.1476127822
Gentiaanblauwtje;Phengaris alcon;219388.54980100997;198418.11068808474
Gentiaanblauwtje;Phengaris alcon;164073.46774370217;226658.8211505646
Gentiaanblauwtje;Phengaris alcon;219398.62554801232;198372.90956693236
Gentiaanblauwtje;Phengaris alcon;189213.74373850622;228956.61577830184
Gentiaanblauwtje;Phengaris alcon;165913.47271701574;228833.63394989911
Gentiaanblauwtje;Phengaris alcon;217377.80392167505;197157.4523423845
Gentiaanblauwtje;Phengaris alcon;189031.33316937083;229215.92726588994
Gentiaanblauwtje;Phengaris alcon;223849.76158495856;218044.91093495302
Gentiaanblauwtje;Phengaris alcon;217031.67292447668;198947.41434769798
Gentiaanblauwtje;Phengaris alcon;217120.72845404333;199302.10455556028
Gentiaanblauwtje;Phengaris alcon;189234.133534721;229217.45669945236
Gentiaanblauwtje;Phengaris alcon;189036.50787712433;229207.9247506233
Gentiaanblauwtje;Phengaris alcon;189047.7393951496;229241.8238367848
Gentiaanblauwtje;Phengaris alcon;216107.1737352301;195851.09989397135
Gentiaanblauwtje;Phengaris alcon;165643.24522871256;228703.53611562774
Gentiaanblauwtje;Phengaris alcon;217046.71890079713;198943.78865615278
Gentiaanblauwtje;Phengaris alcon;217075.31679624767;199083.36695718858
Gentiaanblauwtje;Phengaris alcon;217036.38963831525;198980.57982582413
Gentiaanblauwtje;Phengaris alcon;189234.7789376843;229032.0338717308
Gentiaanblauwtje;Phengaris alcon;165152.89979664562;228030.9035342615
Gentiaanblauwtje;Phengaris alcon;189138.92316289688;229231.57236019243
Gentiaanblauwtje;Phengaris alcon;223359.23739974207;217620.89445866644
Gentiaanblauwtje;Phengaris alcon;189313.4162147153;229108.2653438598
Gentiaanblauwtje;Phengaris alcon;164205.56657692554;226512.86415981315
Gentiaanblauwtje;Phengaris alcon;189147.71612512547;229122.9819946494
Gentiaanblauwtje;Phengaris alcon;189140.84002466852;229153.9140985636
Gentiaanblauwtje;Phengaris alcon;189176.20321552615;229106.22035278007
Gentiaanblauwtje;Phengaris alcon;189149.23350656894;229176.89755492937
Gentiaanblauwtje;Phengaris alcon;189232.767965083;229010.16731608193
Gentiaanblauwtje;Phengaris alcon;189185.8069117012;229056.0301620951
Gentiaanblauwtje;Phengaris alcon;223800.97346206714;217922.4825304253
Gentiaanblauwtje;Phengaris alcon;214821.0366207762;203591.8061214583
Gentiaanblauwtje;Phengaris alcon;214820.67484359667;203591.37718257494
Gentiaanblauwtje;Phengaris alcon;219437.8088461485;198349.58798794728
Gentiaanblauwtje;Phengaris alcon;219378.2872174636;198476.11927754804
Gentiaanblauwtje;Phengaris alcon;189140.0618083412;229230.30766497087
Gentiaanblauwtje;Phengaris alcon;164560.27639127558;226707.9694385212
Gentiaanblauwtje;Phengaris alcon;189158.37484077373;229175.69353399053
Gentiaanblauwtje;Phengaris alcon;219401.57579791604;198448.41842935327
Gentiaanblauwtje;Phengaris alcon;164149.3072702123;226662.5912908744
Gentiaanblauwtje;Phengaris alcon;189108.20275694475;229282.26629364677
Gentiaanblauwtje;Phengaris alcon;189173.8974714162;229226.31979204714
Gentiaanblauwtje;Phengaris alcon;189248.31043999162;229191.72262690775
Gentiaanblauwtje;Phengaris alcon;217087.2168597174;199077.57869188115
Gentiaanblauwtje;Phengaris alcon;217087.61217493637;199078.0082134707
Gentiaanblauwtje;Phengaris alcon;217153.31764239393;198982.51373479888
Gentiaanblauwtje;Phengaris alcon;189100.6807579441;229142.5553403413
Gentiaanblauwtje;Phengaris alcon;189257.6552239552;229194.6982372729
Gentiaanblauwtje;Phengaris alcon;219374.8552349662;198462.9164419407
Gentiaanblauwtje;Phengaris alcon;222927.68084675705;217257.43949322496
Gentiaanblauwtje;Phengaris alcon;189135.61423365917;229221.50082828943
Gentiaanblauwtje;Phengaris alcon;189123.27260346193;229215.32499830239
Gentiaanblauwtje;Phengaris alcon;189331.06956608768;228859.4837244209
Gentiaanblauwtje;Phengaris alcon;189229.6008957952;229079.4930873206
Gentiaanblauwtje;Phengaris alcon;189139.97184066402;229229.03365853708
Gentiaanblauwtje;Phengaris alcon;189258.63000609368;229158.20367686637
Gentiaanblauwtje;Phengaris alcon;164703.6490101522;227152.86550515052
Gentiaanblauwtje;Phengaris alcon;189148.9742921827;229176.0467070816
Gentiaanblauwtje;Phengaris alcon;164205.60357778313;226512.83755913656
Gentiaanblauwtje;Phengaris alcon;164302.39709340446;226881.03630475048
Gentiaanblauwtje;Phengaris alcon;189061.77537590172;229168.8209438892
Gentiaanblauwtje;Phengaris alcon;189149.39243715745;229157.7036649799
Gentiaanblauwtje;Phengaris alcon;189198.8089673192;229129.31171381008
Gentiaanblauwtje;Phengaris alcon;189162.2536696897;229163.4141436508
Gentiaanblauwtje;Phengaris alcon;222926.68692604566;217247.70115800668
Gentiaanblauwtje;Phengaris alcon;189191.28997521035;229026.115412659
Gentiaanblauwtje;Phengaris alcon;189144.56327229063;229216.89552923385
Gentiaanblauwtje;Phengaris alcon;223165.20081377187;217378.23216302693
Gentiaanblauwtje;Phengaris alcon;165156.96091522317;227928.92567933537
Gentiaanblauwtje;Phengaris alcon;189151.89102657326;229181.16211531963
Gentiaanblauwtje;Phengaris alcon;223359.93367230246;217625.62448138837
Gentiaanblauwtje;Phengaris alcon;223344.13218565105;217250.70279385056
Gentiaanblauwtje;Phengaris alcon;223833.43112736865;218015.50026232004
Gentiaanblauwtje;Phengaris alcon;223884.02002799307;217935.55246067233
Gentiaanblauwtje;Phengaris alcon;222872.4729325114;217197.1089703599
Gentiaanblauwtje;Phengaris alcon;189140.9991573791;229172.58513126057
Gentiaanblauwtje;Phengaris alcon;223809.83295249322;217991.35251247417
Gentiaanblauwtje;Phengaris alcon;189115.16213120864;229209.3292879574
Gentiaanblauwtje;Phengaris alcon;223518.45134020754;217799.73690304626
Gentiaanblauwtje;Phengaris alcon;223857.60816385483;218003.9393419968
Gentiaanblauwtje;Phengaris alcon;222967.74811083672;217235.35465000104
Gentiaanblauwtje;Phengaris alcon;223541.54444885062;217810.40156862605
Gentiaanblauwtje;Phengaris alcon;223098.9283784167;217285.40295194834
Gentiaanblauwtje;Phengaris alcon;189200.17528903583;229043.25696917344
Gentiaanblauwtje;Phengaris alcon;189053.50708155968;229214.79696194734
Gentiaanblauwtje;Phengaris alcon;223948.8295269035;217907.25200097729
Gentiaanblauwtje;Phengaris alcon;189115.96406488068;229228.85176592693
Gentiaanblauwtje;Phengaris alcon;189061.89126813112;229180.10851810407
Gentiaanblauwtje;Phengaris alcon;222898.46319780877;217189.55604495667
Gentiaanblauwtje;Phengaris alcon;189085.86852529703;229190.30375649873
Gentiaanblauwtje;Phengaris alcon;223720.35631993043;217824.6982202651
Gentiaanblauwtje;Phengaris alcon;223773.3488965859;217959.41056082863
Gentiaanblauwtje;Phengaris alcon;222822.80963483267;217319.8806200372
Gentiaanblauwtje;Phengaris alcon;222928.11678122883;217211.5184271047
Gentiaanblauwtje;Phengaris alcon;222944.17328795957;217259.7706804769
Gentiaanblauwtje;Phengaris alcon;223822.83769958984;217499.09917418193
Gentiaanblauwtje;Phengaris alcon;223911.5184082615;218002.3718646774
Gentiaanblauwtje;Phengaris alcon;218425.7985410714;198183.80116087012
Gentiaanblauwtje;Phengaris alcon;223873.74424340704;217919.93961467408
Gentiaanblauwtje;Phengaris alcon;189320.51794905303;229264.74088951387
Gentiaanblauwtje;Phengaris alcon;223787.3709146739;217957.11570468452
Gentiaanblauwtje;Phengaris alcon;218225.21728151472;198182.43794232607
Gentiaanblauwtje;Phengaris alcon;223032.9449375121;217154.4268696569
Gentiaanblauwtje;Phengaris alcon;222790.28649776208;217211.95710033923
Gentiaanblauwtje;Phengaris alcon;223730.4120993506;217900.21142668277
Gentiaanblauwtje;Phengaris alcon;189139.61973409844;229102.81167232525
Gentiaanblauwtje;Phengaris alcon;189104.70080609017;229150.61353002302
Gentiaanblauwtje;Phengaris alcon;223566.37517214782;217909.15509943105
Gentiaanblauwtje;Phengaris alcon;218137.35599433957;198168.9773759013
Gentiaanblauwtje;Phengaris alcon;223540.68018471196;217573.16188962758
Gentiaanblauwtje;Phengaris alcon;223613.52625401865;217930.72680168878
Gentiaanblauwtje;Phengaris alcon;223819.96379437472;218122.90446620062
Gentiaanblauwtje;Phengaris alcon;223721.79044274025;218005.95743343327
Gentiaanblauwtje;Phengaris alcon;223834.89446903585;217985.6685446715
Gentiaanblauwtje;Phengaris alcon;223644.57176152655;217959.026588439
Gentiaanblauwtje;Phengaris alcon;223595.59204037802;217754.6211278811
Gentiaanblauwtje;Phengaris alcon;222692.4740542253;216923.7362868581
Gentiaanblauwtje;Phengaris alcon;166207.43340657622;229049.55220768787
Gentiaanblauwtje;Phengaris alcon;222799.16021319237;217152.2711546356
Gentiaanblauwtje;Phengaris alcon;189060.71579736058;229236.3562122397
Gentiaanblauwtje;Phengaris alcon;165234.25473204808;227913.46559793595
Gentiaanblauwtje;Phengaris alcon;223410.3907850875;217599.46418832056
Gentiaanblauwtje;Phengaris alcon;222947.9304492036;217153.4085417213
Gentiaanblauwtje;Phengaris alcon;223584.62752573783;217889.8991399929
Gentiaanblauwtje;Phengaris alcon;165498.80176301068;228263.0593152549
Gentiaanblauwtje;Phengaris alcon;223585.12300451926;217965.51272701006
Gentiaanblauwtje;Phengaris alcon;223911.52447254397;218002.3278660234
Gentiaanblauwtje;Phengaris alcon;165611.89426483546;228696.03996001743
Gentiaanblauwtje;Phengaris alcon;223930.53584435975;218000.98583670147
Gentiaanblauwtje;Phengaris alcon;189042.25920495903;229195.75966409594
Gentiaanblauwtje;Phengaris alcon;223922.3183297172;217947.08898776025
Gentiaanblauwtje;Phengaris alcon;189148.00314977358;229128.9263493959
Gentiaanblauwtje;Phengaris alcon;189065.1085247591;229206.83639848977
Gentiaanblauwtje;Phengaris alcon;189091.22738777468;229131.8913730979
Gentiaanblauwtje;Phengaris alcon;189155.6180224829;229136.34570022486
Gentiaanblauwtje;Phengaris alcon;189233.82458542913;229214.89033938292
Gentiaanblauwtje;Phengaris alcon;223786.9589973417;217965.95821359754
Gentiaanblauwtje;Phengaris alcon;189047.0614391403;229226.6893014731
Gentiaanblauwtje;Phengaris alcon;222941.7585718179;217094.58690122887
Gentiaanblauwtje;Phengaris alcon;189077.7751216484;229253.0041086236
Gentiaanblauwtje;Phengaris alcon;189179.51269522653;229269.67274976708
Gentiaanblauwtje;Phengaris alcon;222966.81272845372;217306.01077365782
Gentiaanblauwtje;Phengaris alcon;222958.51901342018;217178.4960495038
Gentiaanblauwtje;Phengaris alcon;189088.64079248905;229131.44780499022
Gentiaanblauwtje;Phengaris alcon;189019.0938922502;229212.8156082919
Gentiaanblauwtje;Phengaris alcon;189081.27990421187;229195.72100489587
Gentiaanblauwtje;Phengaris alcon;223487.35081918765;217638.82662033383
Gentiaanblauwtje;Phengaris alcon;189070.50200539659;229193.525425544
Gentiaanblauwtje;Phengaris alcon;223675.88637887238;218006.7381192157
Gentiaanblauwtje;Phengaris alcon;223973.4736158579;218144.94861135818
Gentiaanblauwtje;Phengaris alcon;217635.2482535959;197124.2952115629
Gentiaanblauwtje;Phengaris alcon;189332.2471364043;229294.0749006197
Gentiaanblauwtje;Phengaris alcon;189368.2935801181;229266.32877273858
Gentiaanblauwtje;Phengaris alcon;189025.63352341944;229209.96843267232
Gentiaanblauwtje;Phengaris alcon;217338.26903299257;197087.9191303309
Gentiaanblauwtje;Phengaris alcon;189080.41585168478;229200.3875870481
Gentiaanblauwtje;Phengaris alcon;189102.61103208194;229275.77059308626
Gentiaanblauwtje;Phengaris alcon;189188.94925552842;229076.03715177812
Gentiaanblauwtje;Phengaris alcon;189129.37664426008;229246.93320383783
Gentiaanblauwtje;Phengaris alcon;188987.4575817979;229253.46354963444
Gentiaanblauwtje;Phengaris alcon;189141.41599801023;229154.34086786024
Gentiaanblauwtje;Phengaris alcon;189107.03958573757;229236.30511956848
Gentiaanblauwtje;Phengaris alcon;189170.97233014822;229081.79780579451
Gentiaanblauwtje;Phengaris alcon;189066.19219341408;229256.9137511719
Gentiaanblauwtje;Phengaris alcon;164318.20836476612;226868.33857156616
Gentiaanblauwtje;Phengaris alcon;189157.14839430217;229178.20402910747
Gentiaanblauwtje;Phengaris alcon;189207.72986001568;229014.87282599695
Gentiaanblauwtje;Phengaris alcon;189136.92637079133;229236.56044850778
Gentiaanblauwtje;Phengaris alcon;164058.96049971457;226668.78504498675
Gentiaanblauwtje;Phengaris alcon;189062.33997283666;229212.42021990474
Gentiaanblauwtje;Phengaris alcon;189063.0065560905;229217.72444769368
Gentiaanblauwtje;Phengaris alcon;189270.4152470085;228975.2516601337
Gentiaanblauwtje;Phengaris alcon;189171.20377238744;229248.69672732241
Gentiaanblauwtje;Phengaris alcon;189172.88657363353;229081.9235894801
Gentiaanblauwtje;Phengaris alcon;164501.42651205533;227060.95235292148
Gentiaanblauwtje;Phengaris alcon;189170.0064686293;229226.59045508038
Gentiaanblauwtje;Phengaris alcon;189059.95347852388;229176.34794812277
Gentiaanblauwtje;Phengaris alcon;163930.25102277668;226545.4823527243
Gentiaanblauwtje;Phengaris alcon;189043.18231300235;229249.55978512205
Gentiaanblauwtje;Phengaris alcon;189014.94761155153;229213.7758021364
Gentiaanblauwtje;Phengaris alcon;164058.8084347417;226668.33958651684
Gentiaanblauwtje;Phengaris alcon;189153.07613751807;229188.98809183668
Gentiaanblauwtje;Phengaris alcon;163558.6422816423;226303.8969162386
Gentiaanblauwtje;Phengaris alcon;164065.06174013094;226651.66749831848
Gentiaanblauwtje;Phengaris alcon;164055.16785382127;226687.57780714892
Gentiaanblauwtje;Phengaris alcon;189238.96591470504;229180.69817075878
Gentiaanblauwtje;Phengaris alcon;189172.53956841645;229269.62019459903
Gentiaanblauwtje;Phengaris alcon;163958.1423440263;226600.28591414634
Gentiaanblauwtje;Phengaris alcon;164042.35977237983;226670.51998072118
Gentiaanblauwtje;Phengaris alcon;189069.47712508822;229215.55538187642
Gentiaanblauwtje;Phengaris alcon;189242.01137904433;229177.69100053143
Gentiaanblauwtje;Phengaris alcon;164054.01801482655;226672.33192102052
Gentiaanblauwtje;Phengaris alcon;164060.419016217;226680.69394491892
Gentiaanblauwtje;Phengaris alcon;164404.3615325297;227559.27145679202
Gentiaanblauwtje;Phengaris alcon;189121.75776772902;229266.25447538402
Gentiaanblauwtje;Phengaris alcon;189042.80006338187;229208.79231543746
Gentiaanblauwtje;Phengaris alcon;189134.80798684643;229257.22407263704
Gentiaanblauwtje;Phengaris alcon;189087.85679972777;229253.70190428197
Gentiaanblauwtje;Phengaris alcon;164073.06941829217;226620.20250181388
Gentiaanblauwtje;Phengaris alcon;165188.5682559273;228046.58594969567
Gentiaanblauwtje;Phengaris alcon;189077.0868065405;229262.16665036138
Gentiaanblauwtje;Phengaris alcon;189165.81995766127;229170.45503632165
Gentiaanblauwtje;Phengaris alcon;164059.77810063795;226665.3381848028
Gentiaanblauwtje;Phengaris alcon;223837.37604007087;218300.4339556368
Gentiaanblauwtje;Phengaris alcon;165484.69124864202;228276.70211192686
Gentiaanblauwtje;Phengaris alcon;189126.5813863184;229221.54365121573
Gentiaanblauwtje;Phengaris alcon;189161.11925946941;229200.99891294446
Gentiaanblauwtje;Phengaris alcon;164060.15794851145;226669.12209315412
Gentiaanblauwtje;Phengaris alcon;189247.31012445738;229066.0214354992
Gentiaanblauwtje;Phengaris alcon;164072.50739614785;226634.66489003692
Gentiaanblauwtje;Phengaris alcon;163996.00563546474;226608.00770576857
Gentiaanblauwtje;Phengaris alcon;189227.830977967;229073.32818326913
Gentiaanblauwtje;Phengaris alcon;189054.89077303413;229216.21662554517
Gentiaanblauwtje;Phengaris alcon;189156.87995733827;229236.57150458265
Gentiaanblauwtje;Phengaris alcon;189167.50076585173;229281.31819108408
Gentiaanblauwtje;Phengaris alcon;189160.0332412121;229154.0595954163
Gentiaanblauwtje;Phengaris alcon;189057.149892058;229214.71882118098
Gentiaanblauwtje;Phengaris alcon;164074.1614035162;226628.55005287565
Gentiaanblauwtje;Phengaris alcon;189087.37554378717;229218.4651517952
Gentiaanblauwtje;Phengaris alcon;164060.18581732383;226669.12216915283
Gentiaanblauwtje;Phengaris alcon;189114.29680925648;229264.7326045083
Gentiaanblauwtje;Phengaris alcon;189011.62858466548;229208.46497436985
Gentiaanblauwtje;Phengaris alcon;189088.379733395;229250.39847755153
Gentiaanblauwtje;Phengaris alcon;189086.3351884934;229217.90095399506
Gentiaanblauwtje;Phengaris alcon;163969.27723640465;226607.34776130784
Gentiaanblauwtje;Phengaris alcon;189151.92346278872;229164.65687252115
Gentiaanblauwtje;Phengaris alcon;189175.64114617882;229254.73916173354
Gentiaanblauwtje;Phengaris alcon;163986.8212417562;226708.9598814277
Gentiaanblauwtje;Phengaris alcon;189079.43788205256;229247.20246635564
Gentiaanblauwtje;Phengaris alcon;189139.82415703984;229248.50554582383
Gentiaanblauwtje;Phengaris alcon;165212.91347690282;227993.28840264864
Gentiaanblauwtje;Phengaris alcon;189056.14285192633;229137.1407056395
Gentiaanblauwtje;Phengaris alcon;189115.96143132585;229242.36318365112
Gentiaanblauwtje;Phengaris alcon;189236.90686550655;229058.48765129223
Gentiaanblauwtje;Phengaris alcon;165484.70517871823;228276.70215376187
Gentiaanblauwtje;Phengaris alcon;189293.45708014953;228942.3121535536
Gentiaanblauwtje;Phengaris alcon;189117.22209464604;229174.5580580784
Gentiaanblauwtje;Phengaris alcon;164059.0438133435;226666.33753111959
Gentiaanblauwtje;Phengaris alcon;189149.95777516725;229180.5083283661
Gentiaanblauwtje;Phengaris alcon;189144.29069079;229225.29395540617
Gentiaanblauwtje;Phengaris alcon;189205.31037523792;229086.54366479255
Gentiaanblauwtje;Phengaris alcon;164075.50829038917;226658.3716634633
Gentiaanblauwtje;Phengaris alcon;189053.88307641988;229217.77111499943
Gentiaanblauwtje;Phengaris alcon;189152.51483008458;229252.00421847496
Gentiaanblauwtje;Phengaris alcon;163943.9201541039;226585.2494591605
Gentiaanblauwtje;Phengaris alcon;189152.00426695863;229218.78961753473
Gentiaanblauwtje;Phengaris alcon;164059.79203505436;226665.33822280075
Gentiaanblauwtje;Phengaris alcon;189053.45815252408;229150.9696673965
Gentiaanblauwtje;Phengaris alcon;164058.9326309003;226668.78496899456
Gentiaanblauwtje;Phengaris alcon;164910.64203739932;227401.4553163387
Gentiaanblauwtje;Phengaris alcon;189256.74801180462;229185.87040279992
Gentiaanblauwtje;Phengaris alcon;189186.73932174576;229233.76453794632
Gentiaanblauwtje;Phengaris alcon;189061.0226115541;229203.8013443891
Gentiaanblauwtje;Phengaris alcon;189062.6852965498;229214.16154471692
Gentiaanblauwtje;Phengaris alcon;223738.47993188084;218067.03474695142
Gentiaanblauwtje;Phengaris alcon;223726.32529954234;217905.87755285017
Gentiaanblauwtje;Phengaris alcon;189153.18760220133;229108.1439570114
Gentiaanblauwtje;Phengaris alcon;189040.56496208836;229228.62893587258
Gentiaanblauwtje;Phengaris alcon;189066.33800647198;229172.45598315727
Gentiaanblauwtje;Phengaris alcon;223570.08393561738;217637.8798030112
Gentiaanblauwtje;Phengaris alcon;189170.96737921357;229224.77300043963
Gentiaanblauwtje;Phengaris alcon;189100.67038378812;229222.47456798702
Gentiaanblauwtje;Phengaris alcon;189056.25859380356;229232.9689817531
Gentiaanblauwtje;Phengaris alcon;219763.30404801294;198500.37140412908
Gentiaanblauwtje;Phengaris alcon;223651.66412980412;218000.43298280425
Gentiaanblauwtje;Phengaris alcon;189061.93252213267;229213.12340890523
Gentiaanblauwtje;Phengaris alcon;223391.86002254343;217329.01918489486
Gentiaanblauwtje;Phengaris alcon;189196.2317720679;229101.3795556845
Gentiaanblauwtje;Phengaris alcon;189181.7563559104;229096.5003285464
Gentiaanblauwtje;Phengaris alcon;189184.32936660165;229094.39764294494
Gentiaanblauwtje;Phengaris alcon;189031.38140285097;229224.81629005168
Gentiaanblauwtje;Phengaris alcon;189188.90830144173;229090.6125225192
Gentiaanblauwtje;Phengaris alcon;189199.65819041457;229083.0540511459
Gentiaanblauwtje;Phengaris alcon;189206.99614646842;229065.7076580515
Gentiaanblauwtje;Phengaris alcon;189047.12952090864;229199.13442805782
Gentiaanblauwtje;Phengaris alcon;189045.9157795322;229217.8177338699
Gentiaanblauwtje;Phengaris alcon;189139.83676854937;229234.06866196636
Gentiaanblauwtje;Phengaris alcon;223511.96216975898;217802.34462275077
Gentiaanblauwtje;Phengaris alcon;189117.92233665258;229158.8337578997
Gentiaanblauwtje;Phengaris alcon;223472.23449755565;217559.7106436342
Gentiaanblauwtje;Phengaris alcon;189110.2067663768;229112.08677411266
Gentiaanblauwtje;Phengaris alcon;189049.6477187637;229244.64073662274
Gentiaanblauwtje;Phengaris alcon;189049.2415277225;229194.81596025545
Gentiaanblauwtje;Phengaris alcon;217354.16105202507;197132.954265235
Gentiaanblauwtje;Phengaris alcon;189211.08121760946;229052.25992139895
Gentiaanblauwtje;Phengaris alcon;165481.70671888383;228336.9704096103
Gentiaanblauwtje;Phengaris alcon;164117.63487425784;226606.96523810364
Gentiaanblauwtje;Phengaris alcon;189058.25986619832;229223.7903074855
Gentiaanblauwtje;Phengaris alcon;189122.03393621347;229175.5568452943
Gentiaanblauwtje;Phengaris alcon;189174.7050537845;229107.5282745557
Gentiaanblauwtje;Phengaris alcon;189174.71201770392;229107.5283273803
Gentiaanblauwtje;Phengaris alcon;220207.976465516;197800.54681955464
Gentiaanblauwtje;Phengaris alcon;223104.74629365723;217329.79098665342
Gentiaanblauwtje;Phengaris alcon;189035.47863645968;229220.29792411067
Gentiaanblauwtje;Phengaris alcon;164071.6742231189;226654.87502154522
Gentiaanblauwtje;Phengaris alcon;158343.15385700527;228242.3029760141
Gentiaanblauwtje;Phengaris alcon;189031.12444752792;229214.29295142554
Gentiaanblauwtje;Phengaris alcon;164673.5122497738;227430.03058164567
Gentiaanblauwtje;Phengaris alcon;189024.09323485536;229200.58093129843
Gentiaanblauwtje;Phengaris alcon;217353.11978604726;197133.36519227643
Gentiaanblauwtje;Phengaris alcon;189055.63329998555;229185.25502872
Gentiaanblauwtje;Phengaris alcon;217882.90588865773;198037.8983958112
Gentiaanblauwtje;Phengaris alcon;189144.62492074553;229162.8213114841
Gentiaanblauwtje;Phengaris alcon;218293.9545989869;198300.8655498186
Gentiaanblauwtje;Phengaris alcon;189266.6185556482;229216.63233736157
Gentiaanblauwtje;Phengaris alcon;218391.63566806377;198278.89673168585
Gentiaanblauwtje;Phengaris alcon;217880.03882460296;198042.52955576032
Gentiaanblauwtje;Phengaris alcon;189060.677444251;229219.52004515938
Gentiaanblauwtje;Phengaris alcon;163837.8902503042;226528.33199394867
Gentiaanblauwtje;Phengaris alcon;163962.37766881302;226536.01082916092
Gentiaanblauwtje;Phengaris alcon;217871.8981763839;198031.388389213
Gentiaanblauwtje;Phengaris alcon;217859.97522456938;198077.06988681667
Gentiaanblauwtje;Phengaris alcon;189085.02404384792;229271.520663891
Gentiaanblauwtje;Phengaris alcon;189042.031520359;229204.4132294776
Gentiaanblauwtje;Phengaris alcon;164352.06862490598;226873.84556233138
Gentiaanblauwtje;Phengaris alcon;218371.03967706824;198278.62578836363
Gentiaanblauwtje;Phengaris alcon;189146.03757244558;229169.39664056338
Gentiaanblauwtje;Phengaris alcon;189210.46038883703;229058.84312286228
Gentiaanblauwtje;Phengaris alcon;189158.1478116967;229152.01987865567
Gentiaanblauwtje;Phengaris alcon;164914.62980307665;227400.8705001343
Gentiaanblauwtje;Phengaris alcon;189067.38227400402;229132.13583293837
