Soort,Type,Code,Match,MinOpp (ha),AfstandBiotopen (m),Dispersiecap (m)
bosbeekjuffer,landbiotoop_bos_bwk,v,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_bos_bwk,91E0,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_bos_bwk,n,exact,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_bos_bwk,n+,exact,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_bos_bwk,n-,exact,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,a,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,3150,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,7140,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,b,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,f,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,9110,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,9120,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,9130,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,9150,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,h,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,6410,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,6430,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,6510,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,l,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,m,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,6430_hw,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,7140,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,7210,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,7230,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,91E0,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,p,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,rbbppm,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,q,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,9110,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,9120,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,9130,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,9150,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,9160,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,9190,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,ru,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,s,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,v,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,91E0,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,n,exact,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,n+,exact,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,n-,exact,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,kp,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,kbb,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,kh,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,ku,bevat,20.0,50.0,50000.0
bosbeekjuffer,landbiotoop_rest_bwk,6430,bevat,20.0,50.0,50000.0
bruinekorenbout,voortplanting_bwk1,ae,bevat,10.0,50.0,nan
bruinekorenbout,voortplanting_bwk1,2190,bevat,10.0,50.0,nan
bruinekorenbout,voortplanting_bwk1,3140,bevat,10.0,50.0,nan
bruinekorenbout,voortplanting_bwk1,3150,bevat,10.0,50.0,nan
bruinekorenbout,voortplanting_bwk1,k(ae,bevat,10.0,50.0,nan
bruinekorenbout,voortplanting_notbwk,ao,exact,10.0,50.0,nan
bruinekorenbout,voortplanting_notbwk,ao-,exact,10.0,50.0,nan
bruinekorenbout,voortplanting_notbwk,ao+,exact,10.0,50.0,nan
bruinekorenbout,voortplanting_notbwk,3160,bevat,10.0,50.0,nan
bruinekorenbout,voortplanting_notbwk,7140,bevat,10.0,50.0,nan
bruinekorenbout,voortplanting_notbwk,aom,exact,10.0,50.0,nan
bruinekorenbout,voortplanting_notbwk,aom-,exact,10.0,50.0,nan
bruinekorenbout,voortplanting_notbwk,aom+,exact,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk1,mr,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk1,6430_hw,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk1,6430_mr,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk1,7140,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk1,rbbmr,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk1,mm,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk1,7210,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk1,k(mr,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk1,k(mm,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,e,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,f,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,9120,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,9130,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,9150,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,h,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,6410,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,6510,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,rbbhc,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,l,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,p,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,rbbppm,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,q,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,9120,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,9130,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,9150,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,9160,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,9190,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,s,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,7140,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,7230,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,91E0,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,rbbsf,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,rbbsg,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,rbbsp,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,ku,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,6430,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,kbb,bevat,10.0,50.0,nan
bruinekorenbout,landbiotoop_bwk_ruim,kh,bevat,10.0,50.0,nan
gaffellibel,voortplanting_bwk,3260,bevat,0.04,20.0,nan
gaffelwaterjuffer,waterbiotoop_bwk1,ae,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,waterbiotoop_bwk1,2190,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,waterbiotoop_bwk1,3140,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,waterbiotoop_bwk1,3150,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,waterbiotoop_bwk1,aer,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,waterbiotoop_bwk1,kn,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,waterbiotoop_bwk1,mp,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,waterbiotoop_bwk1,2190,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,waterbiotoop_bwk1,k(ae,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,waterbiotoop_bwk1,k(aer,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,waterbiotoop_bwk1,k(mp,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,f,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,9120,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,9130,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,9150,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,h,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,2190,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,6410,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,6430,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,6510,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,rbbhc,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,lh,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,ls,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,mc,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,rbbmc,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,mk,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,7140,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,7230,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,mp,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,mr,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,rbbmr,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,p,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,q,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,2180,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,9120,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,9130,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,9150,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,9160,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,9190,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,ru,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,9160,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,91E0,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,s,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,2160,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,2170,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,2180,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,4010,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,4030,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,7140,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,7230,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,91E0,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,rbbsg,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,rbbsp,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,v,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,91E0,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,n,exact,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,n+,exact,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,n-,exact,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,kbb,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,kh,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,kp,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,ku,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_bwk1,6430,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_notbwk,cd,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_notbwk,2310,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_notbwk,4030,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_notbwk,cg,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_notbwk,cp,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_notbwk,9120,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_notbwk,dm,bevat,1.0,50.0,50000.0
gaffelwaterjuffer,landbiotoop_notbwk,2330,bevat,1.0,50.0,50000.0
gevlekteglanslibel,waterbiotoop_bwk_water,ae,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,3140,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,3150,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,ao,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,7140,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,7150,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,hf,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,6430,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,mr,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,6430_hw,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,6430_mr,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,rbbmr,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,mc,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,rbbmc,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,md,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,91E0,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,mk,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,7230,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,mm,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,7210,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,ms,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,rbbms,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,sf,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,rbbsf,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,sm,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,4010,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,so,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,rbbso,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_water,3130,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,hf,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,6430,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,mc,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,rbbmc,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,md,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,7140,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,91E0,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,mk,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,7230,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,mm,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,7210,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,mr,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,6430_hw,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,6430_mr,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,rbbmr,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,ms,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,rbbms,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,sf,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,rbbsf,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,sm,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,4010,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,7230,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,so,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras,rbbso,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,mc,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,rbbmc,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,md,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,7140,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,91E0,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,mk,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,7230,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,mm,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,7210,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,mr,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,6430_hw,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,6430_mr,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,rbbmr,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,ms,bevat,1.0,50.0,nan
gevlekteglanslibel,waterbiotoop_bwk_moeras2,rbbms,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,ce,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,4010,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,7150,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,hc,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,6410,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,hf,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,6430,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,hj,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,hm,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,hr,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,lh,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,mc,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,rbbmc,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,md,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,7140,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,91E0,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,mk,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,7230,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,mm,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,7210,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,mr,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,6430_hw,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,6430_mr,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,rbbmr,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,ms,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,rbbms,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,sf,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,91E0,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,rbbsf,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,sm,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,4010,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,so,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,rbbso,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,va,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,vm,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,vn,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,vo,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,vt,bevat,1.0,50.0,nan
gevlekteglanslibel,landbiotoop_bwk,91D0,bevat,1.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,ae,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,ae+,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,ae-,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,2190,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,3140,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,3150,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,aer,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,aer+,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,aer-,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,aev,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,aev+,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,aev-,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,ao,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,ao+,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,ao-,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,3160,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,7140,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,7150,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,aom,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,aom+,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,aom-,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,3110,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,3130,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,aoo,exact,35.0,50.0,nan
gevlektewitsnuitlibel,voortplanting_bwk,aoo-,exact,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,cd,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,2310,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,4030,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,ce,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,4010,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,7150,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,cg,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,2310,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,cm,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,cp,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,9120,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,cv,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,fa,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,9130,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,fe,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,fm,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,fs,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,hc,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,2190,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,6410,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,rbbhc,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,hf,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,6430,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,rbbhf,bevat,35.0,50.0,nan
gevlektewitsnuitlibel,foerageer0,hmo,bevat,35.0,50.0,nan
